zipcode,number,letter
78577,2,A
78578,2,A
78579,2,A
78580,2,A
78582,2,A
78583,2,A
78584,2,A
78586,2,A
78588,2,A
78589,2,A
78590,2,A
78591,2,A
78592,2,A
78593,2,A
78594,2,A
78595,2,A
78596,2,A
78597,2,A
78598,2,A
78599,2,A
78602,2,A
78604,2,A
78605,3,A
78606,3,A
78607,3,A
78608,3,A
78609,3,A
78610,2,A
78611,3,A
78612,2,A
78613,2,A
78614,2,A
78615,2,A
78616,2,A
78617,2,A
78618,3,A
78619,2,A
78620,2,A
78621,2,A
78622,2,A
78623,2,A
78624,3,A
78626,2,A
78627,2,A
78628,2,A
78629,2,A
78630,2,A
78631,3,A
78632,2,A
78633,2,A
78634,2,A
78635,3,A
78636,3,A
78638,2,A
78639,3,A
78640,2,A
78641,2,A
78642,2,A
78643,3,A
78644,2,A
78645,2,A
78646,2,A
78648,2,A
78650,2,A
78652,2,A
78653,2,A
78654,3,A
78655,2,A
78656,2,A
78657,3,A
78659,2,A
78660,2,A
78661,2,A
78662,2,A
78663,3,A
78664,2,A
78665,2,A
78666,2,A
78667,2,A
78669,2,A
78670,2,A
78671,3,A
78672,3,A
78673,2,A
78674,2,A
78675,3,A
78676,2,A
78680,2,A
78681,2,A
78682,2,A
78683,2,A
78691,2,A
78701,2,A
78702,2,A
78703,2,A
78704,2,A
78705,2,A
78708,2,A
78709,2,A
78710,2,A
78711,2,A
78712,2,A
78713,2,A
78714,2,A
78715,2,A
78716,2,A
78717,2,A
78718,2,A
78719,2,A
78720,2,A
78721,2,A
78722,2,A
78723,2,A
78724,2,A
78725,2,A
78726,2,A
78727,2,A
78728,2,A
78729,2,A
78730,2,A
78731,2,A
78732,2,A
78733,2,A
78734,2,A
78735,2,A
78736,2,A
78737,2,A
78738,2,A
78739,2,A
78741,2,A
78742,2,A
78744,2,A
78745,2,A
78746,2,A
78747,2,A
78748,2,A
78749,2,A
78750,2,A
78751,2,A
78752,2,A
78753,2,A
78754,2,A
78755,2,A
78756,2,A
78757,2,A
78758,2,A
78759,2,A
78760,2,A
78761,2,A
78762,2,A
78763,2,A
78764,2,A
78765,2,A
78766,2,A
78767,2,A
78768,2,A
78772,2,A
78774,2,A
78778,2,A
78801,2,B
78802,2,B
78827,2,B
78828,2,B
78829,2,B
78830,2,B
78832,2,B
78833,2,B
78834,2,B
78836,2,B
78838,2,B
78839,2,B
78840,2,B
78841,2,B
78842,2,B
78843,2,B
78850,2,B
78851,3,B
78852,2,B
78853,2,B
78860,2,B
78861,2,B
78870,2,B
78872,2,B
78873,2,B
78877,2,B
78879,2,B
78880,2,B
78881,2,B
78883,2,B
78884,2,B
78885,2,B
78886,2,B
78931,2,A
78932,2,A
78933,2,A
78934,2,A
78935,2,A
78938,2,A
78940,2,A
78941,2,A
78942,2,A
78943,2,A
78944,2,A
78945,2,A
78946,2,A
78947,2,A
78948,2,A
78949,2,A
78950,2,A
78951,2,A
78952,2,A
78953,2,A
78954,2,A
78956,2,A
78957,2,A
78959,2,A
78960,2,A
78962,2,A
78963,2,A
79001,4,B
79002,4,B
79003,3,B
79005,4,B
79007,4,B
79008,4,B
79009,4,B
79010,4,B
79011,3,B
79012,4,B
79013,4,B
79014,3,B
79015,4,B
79016,4,B
79018,4,B
79019,4,B
79021,4,B
79022,4,B
79024,4,B
79025,4,B
79027,4,B
79029,4,B
79031,4,B
79032,4,B
79033,4,B
79034,4,B
79035,4,B
79036,4,B
79039,4,B
79040,4,B
79041,4,B
79042,4,B
79043,4,B
79044,4,B
79045,4,B
79046,4,B
79051,4,B
79052,4,B
79053,4,B
79054,4,B
79057,4,B
79058,4,B
79059,4,B
79061,3,B
79062,4,B
79063,4,B
79064,4,B
79065,4,B
79066,4,B
79068,4,B
79070,4,B
79072,4,B
79073,4,B
79078,4,B
79079,3,B
79080,4,B
79081,4,B
79082,4,B
79083,4,B
79084,4,B
79085,4,B
79086,4,B
79087,4,B
79088,4,B
79091,4,B
79092,4,B
79093,4,B
79094,4,B
79095,3,B
79096,3,B
79097,4,B
79098,4,B
79101,4,B
79102,4,B
79103,4,B
79104,4,B
79105,4,B
79106,4,B
79107,4,B
79108,4,B
79109,4,B
79110,4,B
79111,4,B
79114,4,B
79116,4,B
79117,4,B
79118,4,B
79119,4,B
79120,4,B
79121,4,B
79124,4,B
79159,4,B
79178,4,B
79201,3,B
79220,3,B
79221,4,B
79225,3,B
79226,4,B
79227,3,B
79229,3,B
79230,3,B
79231,4,B
79233,3,B
79234,3,B
79235,4,B
79237,4,B
79239,3,B
79240,4,B
79241,4,B
79243,3,B
79244,3,B
79245,3,B
79248,3,B
79250,4,B
79251,3,B
79252,3,B
79255,4,B
79256,3,B
79257,4,B
79261,3,B
79311,4,B
79312,4,B
79313,4,B
79314,4,B
79316,3,B
79322,3,B
79323,4,B
79325,4,B
79326,4,B
79329,3,B
79330,3,B
79331,3,B
79336,4,B
79338,4,B
79339,4,B
79342,3,B
79343,3,B
79345,3,B
79346,4,B
79347,4,B
79350,3,B
79351,3,B
79353,4,B
79355,4,B
79356,3,B
79357,3,B
79358,4,B
79359,3,B
79360,3,B
79363,3,B
79364,3,B
79366,3,B
79367,4,B
79369,4,B
79370,3,B
79371,4,B
79372,4,B
79373,3,B
79377,3,B
79378,3,B
79379,4,B
79381,3,B
79382,3,B
79383,3,B
79401,3,B
79402,3,B
79403,3,B
79404,3,B
79406,3,B
79407,3,B
79408,3,B
79409,3,B
79410,3,B
79411,3,B
79412,3,B
79413,3,B
79414,3,B
79415,3,B
79416,3,B
79423,3,B
79424,3,B
79430,3,B
79452,3,B
79453,3,B
79464,3,B
79490,3,B
79493,3,B
79499,3,B
79501,3,B
79502,3,B
79503,3,B
79504,3,B
79505,3,B
79506,3,B
79508,3,B
79510,3,B
79511,3,B
79512,3,B
79517,3,B
79519,3,B
79520,3,B
79521,3,B
79525,3,B
79526,3,B
79527,3,B
79528,3,B
79529,3,B
79530,3,B
79532,3,B
79533,3,B
79535,3,B
79536,3,B
79538,3,B
79539,3,B
79540,3,B
79541,3,B
79543,3,B
79544,3,B
79545,3,B
79546,3,B
79547,3,B
79548,3,B
79549,3,B
79550,3,B
79553,3,B
79556,3,B
79560,3,B
79561,3,B
79562,3,B
79563,3,B
79565,3,B
79566,3,B
79567,3,B
79601,3,B
79602,3,B
79603,3,B
79604,3,B
79605,3,B
79606,3,B
79607,3,B
79608,3,B
79697,3,B
79698,3,B
79699,3,B
79701,3,B
79702,3,B
79703,3,B
79704,3,B
79705,3,B
79706,3,B
79707,3,B
79708,3,B
79710,3,B
79711,3,B
79713,3,B
79714,3,B
79718,3,B
79719,3,B
79720,3,B
79721,3,B
79730,3,B
79731,3,B
79733,3,B
79734,3,B
79735,3,B
79738,3,B
79739,3,B
79741,3,B
79742,3,B
79743,3,B
79744,3,B
79745,3,B
79748,3,B
79749,3,B
79752,3,B
79754,3,B
79755,3,B
79756,3,B
79758,3,B
79759,3,B
79760,3,B
79761,3,B
79762,3,B
79763,3,B
79764,3,B
79765,3,B
79766,3,B
79768,3,B
79769,3,B
79770,3,B
79772,3,B
79776,3,B
79777,3,B
79778,3,B
79780,3,B
79781,3,B
79782,3,B
79783,3,B
79785,3,B
79786,3,B
79788,3,B
79789,3,B
79821,3,B
79830,3,B
79831,3,B
79832,3,B
79834,3,B
79835,3,B
79836,3,B
79837,3,B
79838,3,B
79839,3,B
79842,3,B
79843,3,B
79845,3,B
79847,3,B
79848,3,B
79849,3,B
79851,3,B
79852,3,B
79853,3,B
79854,3,B
79855,3,B
79901,3,B
79902,3,B
79903,3,B
79904,3,B
79905,3,B
79906,3,B
79907,3,B
79908,3,B
79911,3,B
79912,3,B
79913,3,B
79915,3,B
79916,3,B
79917,3,B
79918,3,B
79920,3,B
79922,3,B
79923,3,B
79924,3,B
79925,3,B
79926,3,B
79927,3,B
79928,3,B
79929,3,B
79930,3,B
79931,3,B
79932,3,B
79934,3,B
79935,3,B
79936,3,B
79937,3,B
79938,3,B
79940,3,B
79941,3,B
79945,3,B
79949,3,B
79951,3,B
79953,3,B
79960,3,B
79968,3,B
79995,3,B
79996,3,B
79997,3,B
79998,3,B
80001,5,B
80002,5,B
80003,5,B
80004,5,B
80005,5,B
80006,5,B
80007,5,B
80010,5,B
80011,5,B
80012,5,B
80013,5,B
80014,5,B
80015,5,B
80016,5,B
80017,5,B
80018,5,B
80019,5,B
80020,5,
80021,5,B
80022,5,B
80023,5,
80024,5,B
80025,5,B
80026,5,B
80027,5,B
80030,5,B
80031,5,B
80033,5,B
80034,5,B
80035,5,B
80036,5,B
80037,5,B
80038,5,
80041,5,B
80042,5,B
80044,5,B
80045,5,B
80046,5,B
80047,5,B
80101,5,B
80102,5,B
80103,5,B
80104,5,B
80105,5,B
80106,5,B
80107,5,B
80108,5,B
80109,5,B
80110,5,B
80111,5,B
80112,5,B
80113,5,B
80116,5,B
80117,5,B
80118,5,B
80120,5,B
80121,5,B
80122,5,B
80123,5,B
80124,5,B
80125,5,B
80126,5,B
80127,5,B
80128,5,B
80129,5,B
80130,5,B
80131,5,B
80132,5,B
80133,5,B
80134,5,B
80135,5,B
80136,5,B
80137,5,B
80138,5,B
80150,5,B
80151,5,B
80155,5,B
80160,5,B
80161,5,B
80162,5,B
80163,5,B
80201,5,B
80202,5,B
80203,5,B
80204,5,B
80205,5,B
80206,5,B
80207,5,B
80208,5,B
80209,5,B
80210,5,B
80211,5,B
80212,5,B
80214,5,B
80215,5,B
80216,5,B
80217,5,B
80218,5,B
80219,5,B
80220,5,B
80221,5,B
80222,5,B
80223,5,B
80224,5,B
80225,5,B
80226,5,B
80227,5,B
80228,5,B
80229,5,B
80230,5,B
80231,5,B
80232,5,B
80233,5,B
80234,5,B
80235,5,B
80236,5,B
80237,5,B
80238,5,B
80239,5,B
80241,5,B
80246,5,B
80247,5,B
80248,5,B
80249,5,B
80250,5,B
80251,5,B
80257,5,B
80260,5,B
80261,5,B
80262,5,B
80264,5,B
80265,5,B
80266,5,B
80271,5,B
80273,5,B
80274,5,B
80290,5,B
80293,5,B
80294,5,B
80299,5,B
80301,5,B
80302,5,B
80303,5,B
80304,5,B
80305,5,B
80306,5,B
80307,5,B
80308,5,B
80309,5,B
80310,5,B
80401,5,B
80402,5,B
80403,5,B
80419,5,B
80420,7,
80421,7,
80422,5,B
80423,6,B
80424,7,
80425,5,B
80426,6,B
80427,5,B
80428,7,
80429,7,
80430,7,
80432,7,
80433,5,B
80434,7,
80435,7,
80436,7,
80437,5,B
80438,7,
80439,5,B
80440,7,
80442,7,
80443,7,
80444,7,
80446,7,
80447,7,
80448,7,
80449,7,
80451,7,
80452,7,
80453,5,B
80454,5,B
80455,5,B
80456,7,
80457,5,B
80459,7,
80461,7,
80463,6,B
80465,5,B
80466,5,B
80467,7,
80468,7,
80469,7,
80470,5,B
80471,5,B
80474,5,B
80475,7,
80476,7,
80477,7,
80478,7,
80479,7,
80480,7,
80481,5,B
80482,7,
80483,7,
80487,7,
80488,7,
80497,7,
80498,7,
80501,5,B
80502,5,B
80503,5,B
80504,5,B
80510,5,B
80511,5,B
80512,5,B
80513,5,B
80514,5,B
80515,5,B
80516,5,B
80517,5,B
80520,5,B
80521,5,B
80522,5,B
80523,5,B
80524,5,B
80525,5,B
80526,5,B
80527,5,B
80528,5,B
80530,5,B
80532,5,B
80533,5,B
80534,5,B
80535,5,B
80536,5,B
80537,5,B
80538,5,B
80539,5,B
80540,5,B
80541,5,B
80542,5,B
80543,5,B
80544,5,B
80545,5,B
80546,5,B
80547,5,B
80549,5,B
80550,5,B
80551,5,B
80553,5,B
80601,5,B
80602,5,B
80603,5,B
80610,5,B
80611,5,B
80612,5,B
80614,5,B
80615,5,B
80620,5,B
80621,5,B
80622,5,B
80623,5,B
80624,5,B
80631,5,B
80632,5,B
80633,5,B
80634,5,B
80638,5,B
80639,5,B
80640,5,B
80642,5,B
80643,5,B
80644,5,B
80645,5,B
80646,5,B
80648,5,B
80649,5,B
80650,5,B
80651,5,B
80652,5,B
80653,5,B
80654,5,B
80701,5,B
80705,5,B
80720,5,B
80721,5,B
80722,5,B
80723,5,B
80726,5,B
80727,5,B
80728,5,B
80729,5,B
80731,5,B
80732,5,B
80733,5,B
80734,5,B
80735,5,B
80736,5,B
80737,5,B
80740,5,B
80741,5,B
80742,5,B
80743,5,B
80744,5,B
80745,5,B
80746,5,B
80747,5,B
80749,5,B
80750,5,B
80751,5,B
80754,5,B
80755,5,B
80757,5,B
80758,5,B
80759,5,B
80801,5,B
80802,5,B
80804,5,B
80805,5,B
80807,5,B
80808,5,B
80809,5,B
80810,5,B
80812,5,B
80813,5,B
80814,5,B
80815,5,B
80816,5,B
80817,5,B
80818,5,B
80819,5,B
80820,7,
80821,5,B
80822,5,B
80823,5,B
80824,5,B
80825,5,B
80826,5,B
80827,7,
80828,5,B
80829,5,B
80830,5,B
80831,5,B
80832,5,B
80833,5,B
80834,5,B
80835,5,B
80836,5,B
80840,5,B
80841,5,B
80860,5,B
80861,5,B
80863,5,B
80864,5,B
80866,5,B
80901,5,B
80902,5,B
80903,5,B
80904,5,B
80905,5,B
80906,5,B
80907,5,B
80908,5,B
80909,5,B
80910,5,B
80911,5,B
80912,5,B
80913,5,B
80914,5,B
80915,5,B
80916,5,B
80917,5,B
80918,5,B
80919,5,B
80920,5,B
80921,5,B
80922,5,B
80923,5,B
80924,5,B
80925,5,B
80926,5,B
80927,5,B
80928,5,B
80929,5,B
80930,5,B
80931,5,B
80932,5,B
80933,5,B
80934,5,B
80935,5,B
80936,5,B
80937,5,B
80938,5,B
80939,5,B
80949,5,B
80951,5,B
80960,5,B
80962,5,B
80970,5,B
81001,5,B
81002,5,B
81003,5,B
81004,5,B
81005,5,B
81006,5,B
81007,5,B
81008,5,B
81009,5,B
81011,5,B
81019,5,B
81020,4,B
81022,5,B
81023,5,B
81024,4,B
81025,5,B
81027,4,B
81029,4,B
81030,4,B
81033,5,B
81036,5,B
81038,5,B
81039,4,B
81040,5,B
81041,5,B
81043,5,B
81044,5,B
81045,5,B
81046,4,B
81047,5,B
81049,4,B
81050,4,B
81052,5,B
81054,5,B
81055,5,B
81057,5,B
81058,4,B
81059,4,B
81062,5,B
81063,5,B
81064,4,B
81067,4,B
81069,5,B
81071,5,B
81073,4,B
81076,5,B
81077,4,B
81082,4,B
81084,4,B
81087,4,B
81089,5,B
81090,4,B
81091,4,B
81092,5,B
81101,6,B
81120,6,B
81121,6,B
81122,5,B
81123,6,B
81124,6,B
81125,7,
81128,6,B
81129,6,B
81130,7,
81131,6,B
81132,7,
81133,6,B
81136,6,B
81137,5,B
81140,6,B
81141,6,B
81143,6,B
81144,7,
81146,6,B
81147,6,B
81148,6,B
81149,6,B
81151,6,B
81152,6,B
81154,7,
81155,6,B
81157,6,B
81201,6,B
81210,7,
81211,6,B
81212,5,B
81215,5,B
81220,5,B
81222,5,B
81223,5,B
81224,7,
81225,7,
81226,5,B
81227,6,B
81230,7,
81231,7,
81232,5,B
81233,5,B
81235,7,
81236,6,B
81237,7,
81239,7,
81240,5,B
81241,7,
81242,6,B
81243,7,
81244,5,B
81248,6,B
81251,7,
81252,6,B
81253,6,B
81301,5,B
81302,5,B
81303,5,B
81320,6,B
81321,5,B
81323,5,B
81324,6,B
81325,6,B
81326,5,B
81327,5,B
81328,5,B
81329,5,B
81330,5,B
81331,5,B
81332,6,B
81334,5,B
81335,5,B
81401,5,B
81402,5,B
81403,5,B
81410,5,B
81413,5,B
81414,5,B
81415,5,B
81416,5,B
81418,5,B
81419,5,B
81420,5,B
81422,5,B
81423,6,B
81424,5,B
81425,5,B
81426,6,B
81427,6,B
81428,5,B
81429,5,B
81430,6,B
81431,5,B
81432,6,B
81433,7,
81434,7,
81435,6,B
81501,5,B
81502,5,B
81503,5,B
81504,5,B
81505,5,B
81506,5,B
81507,5,B
81520,5,B
81521,5,B
81522,5,B
81523,5,B
81524,5,B
81525,5,B
81526,5,B
81527,5,B
81601,5,B
81602,5,B
81610,6,B
81611,7,
81612,7,
81615,7,
81620,6,B
81621,6,B
81623,5,B
81624,5,B
81625,6,B
81626,6,B
81630,5,B
81631,6,B
81632,6,B
81635,5,B
81636,5,B
81637,6,B
81638,6,B
81639,7,
81640,6,B
81641,6,B
81642,7,
81643,5,B
81645,6,B
81646,5,B
81647,5,B
81648,6,B
81649,6,B
81650,5,B
81652,5,B
81653,6,B
81654,7,
81655,6,B
81656,7,
81657,6,B
81658,6,B
82001,6,B
82002,6,B
82003,6,B
82005,6,B
82007,6,B
82009,6,B
82050,6,B
82052,6,B
82053,6,B
82054,6,B
82055,6,B
82059,6,B
82060,6,B
82061,6,B
82063,6,B
82070,6,B
82071,6,B
82072,6,B
82073,6,B
82082,6,B
82083,6,B
82084,6,B
82190,6,B
82201,5,B
82210,5,B
82212,5,B
82213,5,B
82214,5,B
82215,5,B
82217,5,B
82218,5,B
82221,5,B
82222,6,B
82223,5,B
82224,6,B
82225,6,B
82227,6,B
82240,5,B
82242,6,B
82243,5,B
82244,5,B
82301,6,B
82321,6,B
82322,6,B
82323,6,B
82324,6,B
82325,6,B
82327,6,B
82329,6,B
82331,6,B
82332,6,B
82334,6,B
82335,6,B
82336,6,B
82401,6,B
82410,6,B
82411,6,B
82412,6,B
82414,6,B
82420,6,B
82421,6,B
82423,6,B
82426,6,B
82428,6,B
82430,6,B
82431,6,B
82432,6,B
82433,6,B
82434,6,B
82435,6,B
82440,6,B
82441,6,B
82442,6,B
82443,6,B
82450,6,B
82501,6,B
82510,6,B
82512,6,B
82513,6,B
82514,6,B
82515,6,B
82516,6,B
82520,6,B
82523,6,B
82524,6,B
82601,6,B
82602,6,B
82604,6,B
82605,6,B
82609,6,B
82615,6,B
82620,6,B
82630,6,B
82633,6,B
82635,6,B
82636,6,B
82637,6,B
82638,6,B
82639,6,B
82640,6,B
82642,6,B
82643,6,B
82644,6,B
82648,6,B
82649,6,B
82701,6,B
82710,6,B
82711,6,B
82712,6,B
82714,6,B
82716,6,B
82717,6,B
82718,6,B
82720,6,B
82721,6,B
82723,6,B
82725,6,B
82727,6,B
82729,6,B
82730,6,B
82731,6,B
82732,6,B
82801,6,B
82831,6,B
82832,6,B
82833,6,B
82834,6,B
82835,6,B
82836,6,B
82838,6,B
82839,6,B
82840,6,B
82842,6,B
82844,6,B
82845,6,B
82901,6,B
82902,6,B
82922,7,
82923,7,
82925,7,
82929,6,B
82930,6,B
82931,6,B
82932,6,B
82933,6,B
82934,6,B
82935,6,B
82936,6,B
82937,6,B
82938,6,B
82939,6,B
82941,7,
82942,6,B
82943,6,B
82944,6,B
82945,6,B
83001,7,
83002,7,
83011,7,
83012,7,
83013,7,
83014,7,
83025,7,
83101,7,
83110,7,
83111,7,
83112,7,
83113,7,
83114,7,
83115,7,
83116,7,
83118,7,
83119,7,
83120,7,
83121,7,
83122,7,
83123,7,
83124,7,
83126,7,
83127,7,
83128,7,
83201,6,B
83202,6,B
83203,6,B
83204,6,B
83205,6,B
83206,6,B
83209,6,B
83210,6,B
83211,5,B
83212,5,B
83213,6,B
83214,6,B
83217,6,B
83220,6,B
83221,6,B
83223,6,B
83226,6,B
83227,6,B
83228,6,B
83232,6,B
83234,6,B
83235,6,B
83236,6,B
83237,6,B
83238,6,B
83239,6,B
83241,6,B
83243,6,B
83244,6,B
83245,6,B
83246,6,B
83250,6,B
83251,6,B
83252,6,B
83253,6,B
83254,6,B
83255,6,B
83256,6,B
83261,6,B
83262,6,B
83263,6,B
83271,5,B
83272,6,B
83274,6,B
83276,6,B
83277,6,B
83278,6,B
83283,6,B
83286,6,B
83287,6,B
83301,5,B
83302,5,B
83303,5,B
83311,5,B
83312,5,B
83313,6,B
83314,5,B
83316,5,B
83318,5,B
83320,6,B
83321,5,B
83322,6,B
83323,5,B
83324,5,B
83325,5,B
83327,6,B
83328,5,B
83330,5,B
83332,5,B
83333,6,B
83334,5,B
83335,5,B
83336,5,B
83338,5,B
83340,6,B
83341,5,B
83342,5,B
83343,5,B
83344,5,B
83346,5,B
83347,5,B
83348,6,B
83349,5,B
83350,5,B
83352,5,B
83353,6,B
83354,6,B
83355,5,B
83401,6,B
83402,6,B
83403,6,B
83404,6,B
83405,6,B
83406,6,B
83414,7,
83415,6,B
83420,6,B
83421,6,B
83422,6,B
83423,6,B
83424,6,B
83425,6,B
83427,6,B
83428,6,B
83429,6,B
83431,6,B
83433,6,B
83434,6,B
83436,6,B
83438,6,B
83440,6,B
83441,6,B
83442,6,B
83443,6,B
83444,6,B
83445,6,B
83446,6,B
83448,6,B
83449,6,B
83450,6,B
83451,6,B
83452,6,B
83454,6,B
83455,6,B
83460,6,B
83462,6,B
83463,6,B
83464,6,B
83465,6,B
83466,6,B
83467,6,B
83468,6,B
83469,6,B
83501,5,B
83520,5,B
83522,5,B
83523,5,B
83524,5,B
83525,5,B
83526,5,B
83530,5,B
83531,5,B
83533,5,B
83535,5,B
83536,5,B
83537,5,B
83539,5,B
83540,5,B
83541,5,B
83542,5,B
83543,5,B
83544,5,B
83545,5,B
83546,5,B
83547,5,B
83548,5,B
83549,5,B
83552,5,B
83553,5,B
83554,5,B
83555,5,B
83601,5,B
83602,6,B
83604,5,B
83605,5,B
83606,5,B
83607,5,B
83610,5,B
83611,6,B
83612,6,B
83615,6,B
83616,5,B
83617,5,B
83619,5,B
83622,6,B
83623,5,B
83624,5,B
83626,5,B
83627,5,B
83628,5,B
83629,6,B
83630,5,B
83631,6,B
83632,6,B
83633,5,B
83634,5,B
83635,6,B
83636,5,B
83637,6,B
83638,6,B
83639,5,B
83641,5,B
83642,5,B
83643,6,B
83644,5,B
83645,5,B
83646,5,B
83647,5,B
83648,5,B
83650,5,B
83651,5,B
83652,5,B
83653,5,B
83654,6,B
83655,5,B
83656,5,B
83657,5,B
83660,5,B
83661,5,B
83669,5,B
83670,5,B
83672,5,B
83676,5,B
83677,6,B
83680,5,B
83686,5,B
83687,5,B
83701,5,B
83702,5,B
83703,5,B
83704,5,B
83705,5,B
83706,5,B
83707,5,B
83708,5,B
83709,5,B
83711,5,B
83712,5,B
83713,5,B
83714,5,B
83715,5,B
83716,5,B
83717,5,B
83719,5,B
83720,5,B
83725,5,B
83726,5,B
83728,5,B
83801,5,B
83802,5,B
83803,5,B
83804,6,B
83805,6,B
83806,5,B
83808,5,B
83809,6,B
83810,5,B
83811,6,B
83813,6,B
83814,5,B
83815,5,B
83816,5,B
83821,6,B
83822,6,B
83823,5,B
83824,5,B
83825,6,B
83826,6,B
83827,5,B
83830,5,B
83832,5,B
83833,5,B
83834,5,B
83835,5,B
83836,6,B
83837,5,B
83839,5,B
83840,6,B
83841,6,B
83842,5,B
83843,5,B
83844,5,B
83845,6,B
83846,5,B
83847,6,B
83848,6,B
83849,5,B
83850,5,B
83851,5,B
83852,6,B
83853,6,B
83854,5,B
83855,5,B
83856,6,B
83857,5,B
83858,5,B
83860,6,B
83861,5,B
83864,6,B
83865,6,B
83866,5,B
83867,5,B
83868,5,B
83869,5,B
83870,5,B
83871,5,B
83872,5,B
83873,5,B
83874,5,B
83876,5,B
83877,5,B
84001,6,B
84002,6,B
84003,5,B
84004,5,B
84005,5,B
84006,5,B
84007,6,B
84008,6,B
84010,5,B
84011,5,B
84013,5,B
84014,5,B
84015,5,B
84016,5,B
84017,6,B
84018,6,B
84020,5,B
84021,6,B
84022,5,B
84023,6,B
84024,6,B
84025,5,B
84026,6,B
84027,6,B
84028,6,B
84029,5,B
84031,6,B
84032,6,B
84033,6,B
84034,5,B
84035,6,B
84036,6,B
84037,5,B
84038,6,B
84039,6,B
84040,5,B
84041,5,B
84042,5,B
84043,5,B
84044,5,B
84045,5,B
84046,6,B
84047,5,B
84049,6,B
84050,6,B
84051,6,B
84052,6,B
84053,6,B
84054,5,B
84055,6,B
84056,5,B
84057,5,B
84058,5,B
84059,5,B
84060,6,B
84061,6,B
84062,5,B
84063,6,B
84064,6,B
84065,5,B
84066,6,B
84067,5,B
84068,6,B
84069,5,B
84070,5,B
84071,5,B
84072,6,B
84073,6,B
84074,5,B
84075,5,B
84076,6,B
84078,6,B
84079,6,B
84080,5,B
84081,5,B
84082,6,B
84083,5,B
84084,5,B
84085,6,B
84086,6,B
84087,5,B
84088,5,B
84089,5,B
84090,5,B
84091,5,B
84092,5,B
84093,5,B
84094,5,B
84095,5,B
84096,5,B
84097,5,B
84098,6,B
84101,5,B
84102,5,B
84103,5,B
84104,5,B
84105,5,B
84106,5,B
84107,5,B
84108,5,B
84109,5,B
84110,5,B
84111,5,B
84112,5,B
84113,5,B
84114,5,B
84115,5,B
84116,5,B
84117,5,B
84118,5,B
84119,5,B
84120,5,B
84121,5,B
84122,5,B
84123,5,B
84124,5,B
84125,5,B
84126,5,B
84127,5,B
84128,5,B
84129,5,B
84130,5,B
84132,5,B
84133,5,B
84134,5,B
84136,5,B
84138,5,B
84139,5,B
84143,5,B
84145,5,B
84147,5,B
84148,5,B
84150,5,B
84151,5,B
84152,5,B
84157,5,B
84158,5,B
84165,5,B
84170,5,B
84171,5,B
84180,5,B
84184,5,B
84190,5,B
84201,5,B
84301,6,B
84302,6,B
84304,6,B
84305,6,B
84306,6,B
84307,6,B
84308,6,B
84309,6,B
84310,5,B
84311,6,B
84312,6,B
84314,6,B
84315,5,B
84316,6,B
84317,5,B
84318,6,B
84319,6,B
84320,6,B
84321,6,B
84322,6,B
84323,6,B
84324,6,B
84325,6,B
84326,6,B
84327,6,B
84328,6,B
84329,6,B
84330,6,B
84331,6,B
84332,6,B
84333,6,B
84334,6,B
84335,6,B
84336,6,B
84337,6,B
84339,6,B
84340,6,B
84341,6,B
84401,5,B
84402,5,B
84403,5,B
84404,5,B
84405,5,B
84407,5,B
84408,5,B
84409,5,B
84412,5,B
84414,5,B
84415,5,B
84501,6,B
84510,5,B
84511,5,B
84512,5,B
84513,5,B
84515,5,B
84518,5,B
84520,6,B
84521,5,B
84522,5,B
84523,5,B
84525,5,B
84526,6,B
84528,5,B
84530,5,B
84531,5,B
84532,5,B
84533,5,B
84534,5,B
84535,5,B
84536,5,B
84537,5,B
84539,6,B
84540,5,B
84542,6,B
84601,5,B
84602,5,B
84603,5,B
84604,5,B
84605,5,B
84606,5,B
84620,5,B
84621,5,B
84622,5,B
84623,5,B
84624,5,B
84626,5,B
84627,5,B
84628,5,B
84629,5,B
84630,5,B
84631,5,B
84632,5,B
84633,5,B
84634,5,B
84635,5,B
84636,5,B
84637,5,B
84638,5,B
84639,5,B
84640,5,B
84642,5,B
84643,5,B
84644,5,B
84645,5,B
84646,5,B
84647,5,B
84648,5,B
84649,5,B
84651,5,B
84652,5,B
84653,5,B
84654,5,B
84655,5,B
84656,5,B
84657,5,B
84660,5,B
84662,5,B
84663,5,B
84664,5,B
84665,5,B
84667,5,B
84701,5,B
84710,5,B
84711,5,B
84712,5,B
84713,5,B
84714,5,B
84715,5,B
84716,5,B
84718,5,B
84719,5,B
84720,5,B
84721,5,B
84722,3,B
84723,5,B
84724,5,B
84725,3,B
84726,5,B
84728,5,B
84729,5,B
84730,5,B
84731,5,B
84733,3,B
84734,5,B
84735,5,B
84736,5,B
84737,3,B
84738,3,B
84739,5,B
84740,5,B
84741,5,B
84742,5,B
84744,5,B
84745,3,B
84746,3,B
84747,5,B
84749,5,B
84750,5,B
84751,5,B
84752,5,B
84754,5,B
84755,5,B
84756,5,B
84757,3,B
84758,5,B
84759,5,B
84760,5,B
84761,5,B
84762,5,B
84763,3,B
84764,5,B
84765,3,B
84767,3,B
84770,3,B
84771,3,B
84772,5,B
84773,5,B
84774,3,B
84775,5,B
84776,5,B
84779,3,B
84780,3,B
84781,3,B
84782,3,B
84783,3,B
84784,3,B
84790,3,B
84791,3,B
85001,2,B
85002,2,B
85003,2,B
85004,2,B
