zipcode,number,letter
25505,4,A
25506,4,A
25507,4,A
25508,4,A
25510,4,A
25511,4,A
25512,4,A
25514,4,A
25515,4,A
25517,4,A
25520,4,A
25521,4,A
25523,4,A
25524,4,A
25526,4,A
25529,4,A
25530,4,A
25534,4,A
25535,4,A
25537,4,A
25540,4,A
25541,4,A
25545,4,A
25547,4,A
25550,4,A
25555,4,A
25557,4,A
25559,4,A
25560,4,A
25564,4,A
25565,4,A
25567,4,A
25569,4,A
25570,4,A
25571,4,A
25573,4,A
25601,4,A
25606,4,A
25607,4,A
25611,4,A
25612,4,A
25614,4,A
25617,4,A
25621,4,A
25625,4,A
25628,4,A
25630,4,A
25632,4,A
25634,4,A
25635,4,A
25637,4,A
25638,4,A
25639,4,A
25646,4,A
25647,4,A
25649,4,A
25650,4,A
25651,4,A
25652,4,A
25653,4,A
25654,4,A
25661,4,A
25666,4,A
25667,4,A
25669,4,A
25670,4,A
25671,4,A
25672,4,A
25674,4,A
25676,4,A
25678,4,A
25685,4,A
25688,4,A
25690,4,A
25691,4,A
25692,4,A
25696,4,A
25701,4,A
25702,4,A
25703,4,A
25704,4,A
25705,4,A
25706,4,A
25707,4,A
25708,4,A
25709,4,A
25710,4,A
25713,4,A
25715,4,A
25716,4,A
25717,4,A
25718,4,A
25719,4,A
25721,4,A
25722,4,A
25723,4,A
25724,4,A
25725,4,A
25726,4,A
25728,4,A
25729,4,A
25755,4,A
25771,4,A
25772,4,A
25773,4,A
25776,4,A
25778,4,A
25801,5,A
25802,5,A
25810,4,A
25811,4,A
25812,5,A
25813,5,A
25817,5,A
25818,5,A
25820,4,A
25823,5,A
25825,5,A
25826,4,A
25827,5,A
25831,5,A
25832,5,A
25833,5,A
25836,5,A
25837,5,A
25839,5,A
25840,5,A
25841,4,A
25843,5,A
25844,5,A
25845,4,A
25846,5,A
25848,4,A
25849,5,A
25851,5,A
25854,5,A
25855,5,A
25860,5,A
25862,5,A
25864,5,A
25865,5,A
25866,5,A
25868,5,A
25870,4,A
25871,5,A
25873,5,A
25876,4,A
25878,5,A
25879,5,A
25880,5,A
25882,4,A
25901,5,A
25904,5,A
25906,5,A
25909,5,A
25911,5,A
25913,4,A
25917,5,A
25918,5,A
25919,5,A
25920,5,A
25921,5,A
25922,4,A
25927,5,A
25928,4,A
25932,5,A
25936,5,A
25938,5,A
25942,5,A
25951,5,A
25958,5,A
25962,5,A
25966,5,A
25969,5,A
25971,4,A
25976,5,A
25978,5,A
25979,5,A
25981,5,A
25984,5,A
25985,5,A
25986,5,A
25989,5,A
26003,5,A
26030,5,A
26031,5,A
26032,5,A
26033,5,A
26034,5,A
26035,5,A
26036,5,A
26037,5,A
26038,5,A
26039,5,A
26040,5,A
26041,5,A
26047,5,A
26050,5,A
26055,5,A
26056,5,A
26058,5,A
26059,5,A
26060,5,A
26062,5,A
26070,5,A
26074,5,A
26075,5,A
26101,4,A
26102,4,A
26103,4,A
26104,4,A
26105,4,A
26106,4,A
26120,4,A
26121,4,A
26133,4,A
26134,4,A
26136,4,A
26137,4,A
26141,4,A
26142,4,A
26143,4,A
26146,4,A
26147,4,A
26148,4,A
26149,4,A
26150,4,A
26151,4,A
26152,4,A
26155,5,A
26159,5,A
26160,4,A
26161,4,A
26162,5,A
26164,4,A
26167,5,A
26169,4,A
26170,4,A
26175,4,A
26178,4,A
26180,4,A
26181,4,A
26184,4,A
26187,4,A
26201,5,A
26202,5,A
26203,5,A
26205,5,A
26206,5,A
26208,5,A
26209,5,A
26210,5,A
26215,5,A
26217,5,A
26218,5,A
26222,5,A
26224,5,A
26228,5,A
26234,5,A
26237,5,A
26238,5,A
26241,5,A
26250,5,A
26253,5,A
26254,5,A
26257,5,A
26259,5,A
26260,5,A
26261,5,A
26263,5,A
26264,5,A
26266,5,A
26267,5,A
26268,5,A
26269,5,A
26270,5,A
26271,5,A
26273,5,A
26275,5,A
26276,5,A
26278,5,A
26280,5,A
26282,5,A
26283,5,A
26285,5,A
26287,5,A
26288,5,A
26291,5,A
26292,5,A
26293,5,A
26294,5,A
26296,5,A
26301,5,A
26302,5,A
26306,5,A
26320,4,A
26321,5,A
26323,5,A
26325,4,A
26327,4,A
26330,5,A
26335,4,A
26337,4,A
26338,5,A
26339,5,A
26342,4,A
26343,5,A
26346,4,A
26347,5,A
26348,5,A
26349,5,A
26351,4,A
26354,5,A
26361,5,A
26362,4,A
26366,5,A
26369,5,A
26372,5,A
26374,5,A
26376,5,A
26377,5,A
26378,5,A
26384,4,A
26385,5,A
26386,5,A
26404,5,A
26405,5,A
26408,5,A
26410,5,A
26411,5,A
26412,5,A
26415,4,A
26416,5,A
26419,5,A
26421,4,A
26422,5,A
26425,5,A
26426,5,A
26430,4,A
26431,5,A
26435,5,A
26436,5,A
26437,5,A
26440,5,A
26443,4,A
26444,5,A
26447,5,A
26448,5,A
26451,5,A
26452,5,A
26456,5,A
26501,5,A
26502,5,A
26504,5,A
26505,5,A
26506,5,A
26507,5,A
26508,5,A
26519,5,A
26520,5,A
26521,5,A
26524,5,A
26525,5,A
26527,5,A
26531,5,A
26534,5,A
26537,5,A
26541,5,A
26542,5,A
26543,5,A
26544,5,A
26546,5,A
26547,5,A
26554,5,A
26555,5,A
26559,5,A
26560,5,A
26562,5,A
26563,5,A
26568,5,A
26570,5,A
26571,5,A
26574,5,A
26575,5,A
26576,5,A
26578,5,A
26581,5,A
26582,5,A
26585,5,A
26586,5,A
26587,5,A
26588,5,A
26590,5,A
26591,5,A
26601,4,A
26610,5,A
26611,4,A
26615,4,A
26619,4,A
26621,4,A
26623,4,A
26624,4,A
26627,4,A
26629,4,A
26636,4,A
26651,5,A
26656,5,A
26660,5,A
26662,5,A
26667,5,A
26671,5,A
26675,5,A
26676,5,A
26678,5,A
26679,5,A
26680,5,A
26681,5,A
26684,5,A
26690,5,A
26691,5,A
26704,5,A
26705,5,A
26707,5,A
26710,5,A
26711,5,A
26714,5,A
26716,5,A
26717,5,A
26719,5,A
26720,5,A
26722,5,A
26726,5,A
26731,5,A
26739,5,A
26743,5,A
26750,5,A
26753,5,A
26755,5,A
26757,5,A
26761,5,A
26763,5,A
26764,5,A
26767,5,A
26801,5,A
26802,5,A
26804,5,A
26807,5,A
26808,5,A
26810,5,A
26812,5,A
26814,5,A
26815,5,A
26817,5,A
26818,5,A
26823,5,A
26833,5,A
26836,5,A
26845,5,A
26847,5,A
26851,5,A
26852,5,A
26855,5,A
26865,5,A
26866,5,A
26884,5,A
26886,5,A
27006,4,A
27007,4,A
27009,4,A
27010,4,A
27011,4,A
27012,4,A
27013,3,A
27014,4,A
27016,4,A
27017,4,A
27018,4,A
27019,4,A
27020,4,A
27021,4,A
27022,4,A
27023,4,A
27024,4,A
27025,4,A
27027,4,A
27028,4,A
27030,4,A
27040,4,A
27041,4,A
27042,4,A
27043,4,A
27045,4,A
27046,4,A
27047,4,A
27048,4,A
27050,4,A
27051,4,A
27052,4,A
27053,4,A
27054,3,A
27055,4,A
27094,4,A
27101,4,A
27102,4,A
27103,4,A
27104,4,A
27105,4,A
27106,4,A
27107,4,A
27108,4,A
27109,4,A
27110,4,A
27113,4,A
27114,4,A
27115,4,A
27116,4,A
27117,4,A
27120,4,A
27127,4,A
27150,4,A
27152,4,A
27155,4,A
27157,4,A
27199,4,A
27201,4,A
27202,4,A
27203,3,A
27204,3,A
27205,3,A
27207,4,A
27208,4,A
27209,3,A
27212,4,A
27213,4,A
27214,4,A
27215,4,A
27216,4,A
27217,4,A
27229,3,A
27230,3,A
27231,4,A
27233,4,A
27235,4,A
27237,4,A
27239,3,A
27242,3,A
27243,4,A
27244,4,A
27247,3,A
27248,3,A
27249,4,A
27252,4,A
27253,4,A
27256,4,A
27258,4,A
27259,3,A
27260,4,A
27261,4,A
27262,4,A
27263,4,A
27264,4,A
27265,4,A
27278,4,A
27281,3,A
27282,4,A
27283,4,A
27284,4,A
27285,4,A
27288,4,A
27289,4,A
27291,4,A
27292,3,A
27293,3,A
27295,3,A
27298,3,A
27299,3,A
27301,4,A
27302,4,A
27305,4,A
27306,3,A
27310,4,A
27311,4,A
27312,4,A
27313,4,A
27314,4,A
27315,4,A
27316,3,A
27317,3,A
27320,4,A
27323,4,A
27325,3,A
27326,4,A
27330,4,A
27331,4,A
27332,4,A
27340,4,A
27341,3,A
27342,4,A
27343,4,A
27344,4,A
27349,4,A
27350,3,A
27351,3,A
27355,3,A
27356,3,A
27357,4,A
27358,4,A
27359,4,A
27360,3,A
27361,3,A
27370,3,A
27371,3,A
27373,3,A
27374,3,A
27375,4,A
27376,3,A
27377,4,A
27379,4,A
27401,4,A
27402,4,A
27403,4,A
27404,4,A
27405,4,A
27406,4,A
27407,4,A
27408,4,A
27409,4,A
27410,4,A
27411,4,A
27412,4,A
27415,4,A
27416,4,A
27417,4,A
27419,4,A
27420,4,A
27425,4,A
27427,4,A
27429,4,A
27435,4,A
27438,4,A
27455,4,A
27495,4,A
27497,4,A
27501,4,A
27502,4,A
27503,4,A
27504,3,A
27505,4,A
27506,4,A
27507,4,A
27508,4,A
27509,4,A
27510,4,A
27511,4,A
27512,4,A
27513,4,A
27514,4,A
27515,4,A
27516,4,A
27517,4,A
27518,4,A
27519,4,A
27520,3,A
27521,4,A
27522,4,A
27523,4,A
27524,3,A
27525,4,A
27526,4,A
27527,3,A
27528,3,A
27529,4,A
27530,3,A
27531,3,A
27532,3,A
27533,3,A
27534,3,A
27536,4,A
27537,4,A
27539,4,A
27540,4,A
27541,4,A
27542,3,A
27543,4,A
27544,4,A
27545,4,A
27546,4,A
27549,4,A
27551,4,A
27552,4,A
27553,4,A
27555,3,A
27556,4,A
27557,4,A
27559,4,A
27560,4,A
27562,4,A
27563,4,A
27565,4,A
27568,3,A
27569,3,A
27570,4,A
27571,4,A
27572,4,A
27573,4,A
27574,4,A
27576,3,A
27577,3,A
27581,4,A
27582,4,A
27583,4,A
27584,4,A
27586,4,A
27587,4,A
27588,4,A
27589,4,A
27591,4,A
27592,4,A
27593,3,A
27594,4,A
27596,4,A
27597,4,A
27599,4,A
27601,4,A
27602,4,A
27603,4,A
27604,4,A
27605,4,A
27606,4,A
27607,4,A
27608,4,A
27609,4,A
27610,4,A
27611,4,A
27612,4,A
27613,4,A
27614,4,A
27615,4,A
27616,4,A
27617,4,A
27619,4,A
27620,4,A
27622,4,A
27623,4,A
27624,4,A
27625,4,A
27627,4,A
27628,4,A
27629,4,A
27635,4,A
27636,4,A
27650,4,A
27656,4,A
27658,4,A
27661,4,A
27668,4,A
27675,4,A
27676,4,A
27695,4,A
27697,4,A
27699,4,A
27701,4,A
27702,4,A
27703,4,A
27704,4,A
27705,4,A
27706,4,A
27707,4,A
27708,4,A
27709,4,A
27710,4,A
27711,4,A
27712,4,A
27713,4,A
27715,4,A
27717,4,A
27722,4,A
27801,3,A
27802,3,A
27803,4,A
27804,4,A
27805,4,A
27806,3,A
27807,4,A
27808,3,A
27809,3,A
27810,3,A
27811,3,A
27812,3,A
27813,3,A
27814,3,A
27816,4,A
27817,3,A
27818,4,A
27819,3,A
27820,4,A
27821,3,A
27822,3,A
27823,4,A
27824,3,A
27825,3,A
27826,3,A
27827,3,A
27828,3,A
27829,3,A
27830,3,A
27831,4,A
27832,4,A
27833,3,A
27834,3,A
27835,3,A
27836,3,A
27837,3,A
27839,4,A
27840,3,A
27841,3,A
27842,4,A
27843,4,A
27844,4,A
27845,4,A
27846,3,A
27847,4,A
27849,4,A
27850,4,A
27851,3,A
27852,3,A
27853,4,A
27855,4,A
27856,4,A
27857,3,A
27858,3,A
27860,3,A
27862,4,A
27863,3,A
27864,3,A
27865,3,A
27866,4,A
27867,4,A
27868,4,A
27869,4,A
27870,4,A
27871,3,A
27872,4,A
27873,3,A
27874,4,A
27875,3,A
27876,4,A
27877,4,A
27878,4,A
27879,3,A
27880,3,A
27881,3,A
27882,4,A
27883,3,A
27884,3,A
27885,3,A
27886,3,A
27887,4,A
27888,3,A
27889,3,A
27890,4,A
27891,4,A
27892,3,A
27893,3,A
27894,3,A
27895,3,A
27896,3,A
27897,4,A
27906,3,A
27907,3,A
27909,3,A
27910,4,A
27915,3,A
27916,3,A
27917,3,A
27919,3,A
27920,3,A
27921,3,A
27922,4,A
27923,3,A
27924,4,A
27925,3,A
27926,4,A
27927,3,A
27928,3,A
27929,3,A
27930,3,A
27932,3,A
27935,4,A
27936,3,A
27937,4,A
27938,4,A
27939,3,A
27941,3,A
27942,4,A
27943,3,A
27944,3,A
27946,4,A
27947,3,A
27948,3,A
27949,3,A
27950,3,A
27953,3,A
27954,3,A
27956,3,A
27957,4,A
27958,3,A
27959,3,A
27960,3,A
27962,3,A
27964,3,A
27965,3,A
27966,3,A
27967,4,A
27968,3,A
27970,3,A
27972,3,A
27973,3,A
27974,3,A
27976,3,A
27978,3,A
27979,4,A
27980,3,A
27981,3,A
27982,3,A
27983,4,A
27985,3,A
27986,4,A
28001,3,A
28002,3,A
28006,3,A
28007,3,A
28009,3,A
28010,4,A
28012,3,A
28016,3,A
28017,4,A
28018,4,A
28019,4,A
28020,4,A
28021,3,A
28023,3,A
28024,4,A
28025,3,A
28026,3,A
28027,3,A
28031,3,A
28032,3,A
28033,4,A
28034,3,A
28035,3,A
28036,3,A
28037,4,A
28038,4,A
28039,3,A
28040,4,A
28041,3,A
28042,4,A
28043,4,A
28052,3,A
28053,3,A
28054,3,A
28055,3,A
28056,3,A
28070,3,A
28071,3,A
28072,3,A
28073,4,A
28074,4,A
28075,3,A
28076,4,A
28077,3,A
28078,3,A
28079,3,A
28080,4,A
28081,3,A
28082,3,A
28083,3,A
28086,4,A
28088,3,A
28089,4,A
28090,4,A
28091,3,A
28092,4,A
28093,4,A
28097,3,A
28098,3,A
28101,3,A
28102,3,A
28103,3,A
28104,3,A
28105,3,A
28106,3,A
28107,3,A
28108,3,A
28109,3,A
28110,3,A
28111,3,A
28112,3,A
28114,4,A
28115,4,A
28117,4,A
28119,3,A
28120,3,A
28123,4,A
28124,3,A
28125,3,A
28126,3,A
28127,3,A
28128,3,A
28129,3,A
28130,3,A
28133,3,A
28134,3,A
28135,3,A
28136,4,A
28137,3,A
28138,3,A
28139,4,A
28144,3,A
28145,3,A
28146,3,A
28147,3,A
28150,4,A
28151,4,A
28152,4,A
28159,3,A
28160,4,A
28163,3,A
28164,3,A
28166,4,A
28167,4,A
28168,4,A
28169,4,A
28170,3,A
28173,3,A
28174,3,A
28201,3,A
28202,3,A
28203,3,A
28204,3,A
28205,3,A
28206,3,A
28207,3,A
28208,3,A
28209,3,A
28210,3,A
28211,3,A
28212,3,A
28213,3,A
28214,3,A
28215,3,A
28216,3,A
28217,3,A
28218,3,A
28219,3,A
28220,3,A
28221,3,A
28222,3,A
28223,3,A
28224,3,A
28226,3,A
28227,3,A
28228,3,A
28229,3,A
28230,3,A
28231,3,A
28232,3,A
28233,3,A
28234,3,A
28235,3,A
28236,3,A
28237,3,A
28241,3,A
28244,3,A
28246,3,A
28247,3,A
28253,3,A
28254,3,A
28255,3,A
28256,3,A
28260,3,A
28262,3,A
28263,3,A
28265,3,A
28266,3,A
28269,3,A
28270,3,A
28271,3,A
28272,3,A
28273,3,A
28274,3,A
28277,3,A
28278,3,A
28280,3,A
28281,3,A
28282,3,A
28284,3,A
28285,3,A
28287,3,A
28288,3,A
28297,3,A
28299,3,A
28301,3,A
28302,3,A
28303,3,A
28304,3,A
28305,3,A
28306,3,A
28307,3,A
28308,3,A
28309,3,A
28310,3,A
28311,3,A
28312,3,A
28314,3,A
28315,3,A
28318,3,A
28319,3,A
28320,3,A
28323,4,A
28325,3,A
28326,4,A
28327,3,A
28328,3,A
28329,3,A
28330,3,A
28331,3,A
28332,3,A
28333,3,A
28334,4,A
28335,4,A
28337,3,A
28338,3,A
28339,4,A
28340,3,A
28341,3,A
28342,3,A
28343,3,A
28344,3,A
28345,3,A
28347,3,A
28348,3,A
28349,3,A
28350,3,A
28351,3,A
28352,3,A
28353,3,A
28355,4,A
28356,3,A
28357,3,A
28358,3,A
28359,3,A
28360,3,A
28362,3,A
28363,3,A
28364,3,A
28365,3,A
28366,3,A
28367,3,A
28368,4,A
28369,3,A
28370,3,A
28371,3,A
28372,3,A
28373,3,A
28374,3,A
28375,3,A
28376,3,A
28377,3,A
28378,3,A
28379,3,A
28380,3,A
28382,3,A
28383,3,A
28384,3,A
28385,3,A
28386,3,A
28387,3,A
28388,3,A
28390,3,A
28391,3,A
28392,3,A
28393,3,A
28394,3,A
28395,3,A
28396,3,A
28398,3,A
28399,3,A
28401,3,A
28402,3,A
28403,3,A
28404,3,A
28405,3,A
28406,3,A
28407,3,A
28408,3,A
28409,3,A
28411,3,A
28412,3,A
28420,3,A
28421,3,A
28422,3,A
28423,3,A
28424,3,A
28425,3,A
28428,3,A
28429,3,A
28430,3,A
28431,3,A
28432,3,A
28433,3,A
28434,3,A
28435,3,A
28436,3,A
28438,3,A
28439,3,A
28441,3,A
28442,3,A
28443,3,A
28444,3,A
28445,3,A
28447,3,A
28448,3,A
28449,3,A
28450,3,A
28451,3,A
28452,3,A
28453,3,A
28454,3,A
28455,3,A
28456,3,A
28457,3,A
28458,3,A
28459,3,A
28460,3,A
28461,3,A
28462,3,A
28463,3,A
28464,3,A
28465,3,A
28466,3,A
28467,3,A
28468,3,A
28469,3,A
28470,3,A
28472,3,A
28478,3,A
28479,3,A
28480,3,A
28501,3,A
28502,3,A
28503,3,A
28504,3,A
28508,3,A
28509,3,A
28510,3,A
28511,3,A
28512,3,A
28513,3,A
28515,3,A
28516,3,A
28518,3,A
28519,3,A
28520,3,A
28521,3,A
28523,3,A
28524,3,A
28525,3,A
28526,3,A
28527,3,A
28528,3,A
28529,3,A
28530,3,A
28531,3,A
28532,3,A
28533,3,A
28537,3,A
28538,3,A
28539,3,A
28540,3,A
28541,3,A
28542,3,A
28543,3,A
28544,3,A
28545,3,A
28546,3,A
28547,3,A
28551,3,A
28552,3,A
28553,3,A
28554,3,A
28555,3,A
28556,3,A
28557,3,A
28560,3,A
28561,3,A
28562,3,A
28563,3,A
28564,3,A
28570,3,A
28571,3,A
28572,3,A
28573,3,A
28574,3,A
28575,3,A
28577,3,A
28578,3,A
28579,3,A
28580,3,A
28581,3,A
28582,3,A
28583,3,A
28584,3,A
28585,3,A
28586,3,A
28587,3,A
28589,3,A
28590,3,A
28594,3,A
28601,4,A
28602,4,A
28603,4,A
28604,5,A
28605,5,A
28606,4,A
28607,5,A
28608,5,A
28609,4,A
28610,4,A
28611,4,A
28612,4,A
28613,4,A
28615,5,A
28616,5,A
28617,5,A
28618,5,A
28619,4,A
28621,4,A
28622,5,A
28623,5,A
28624,4,A
28625,4,A
28626,5,A
28627,5,A
28628,4,A
28629,5,A
28630,4,A
28631,5,A
28633,4,A
28634,4,A
28635,4,A
28636,4,A
28637,4,A
28638,4,A
28640,5,A
28641,4,A
28642,4,A
28643,5,A
28644,5,A
28645,4,A
28646,5,A
28647,4,A
28649,4,A
28650,4,A
28651,4,A
28652,5,A
28653,5,A
28654,4,A
28655,4,A
28656,4,A
28657,5,A
28658,4,A
28659,4,A
28660,4,A
28661,4,A
28662,5,A
28663,5,A
28664,5,A
28665,4,A
28666,4,A
28667,4,A
28668,5,A
28669,4,A
28670,4,A
28671,4,A
28672,5,A
28673,4,A
28675,5,A
28676,4,A
28677,4,A
28678,4,A
28679,5,A
28680,4,A
28681,4,A
28682,4,A
28683,4,A
28684,5,A
28685,4,A
28687,4,A
28689,4,A
28690,4,A
28691,5,A
28692,5,A
28693,5,A
28694,5,A
28697,4,A
28698,5,A
28699,4,A
28701,4,A
28702,4,A
28704,4,A
28705,5,A
28707,4,A
28708,4,A
28709,4,A
28710,4,A
28711,4,A
28712,4,A
28713,4,A
28714,5,A
28715,4,A
28716,4,A
28717,4,A
28718,4,A
28719,4,A
28720,4,A
28721,4,A
28722,4,A
28723,4,A
28724,4,A
28725,4,A
28726,4,A
28727,4,A
28728,4,A
28729,4,A
28730,4,A
28731,4,A
28732,4,A
28733,4,A
28734,4,A
28735,4,A
28736,4,A
28738,4,A
28739,4,A
28740,5,A
28741,4,A
28742,4,A
28743,4,A
28744,4,A
28745,4,A
28746,4,A
28747,4,A
28748,4,A
28749,4,A
28750,4,A
28751,4,A
28752,4,A
28753,4,A
28754,4,A
28755,5,A
28756,4,A
28757,4,A
28758,4,A
28759,4,A
28760,4,A
28761,4,A
28762,4,A
28763,4,A
28765,5,A
28766,4,A
28768,4,A
28770,4,A
28771,4,A
28772,4,A
28773,4,A
28774,4,A
28775,4,A
28776,4,A
28777,5,A
28778,4,A
28779,4,A
28781,4,A
28782,4,A
28783,4,A
28784,4,A
28785,4,A
28786,4,A
28787,4,A
28788,4,A
28789,4,A
28790,4,A
28791,4,A
28792,4,A
28793,4,A
28801,4,A
28802,4,A
28803,4,A
28804,4,A
28805,4,A
28806,4,A
28810,4,A
28813,4,A
28814,4,A
28815,4,A
28816,4,A
28901,4,A
28902,4,A
28904,4,A
28905,4,A
28906,4,A
28909,4,A
29001,3,A
29002,3,A
29003,3,A
29006,3,A
29009,3,A
29010,3,A
29014,3,A
29015,3,A
29016,3,A
29018,3,A
29020,3,A
29021,3,A
29030,3,A
29031,3,A
29032,3,A
29033,3,A
29036,3,A
29037,3,A
29038,3,A
29039,3,A
29040,3,A
29041,3,A
29042,3,A
29044,3,A
29045,3,A
29047,3,A
29048,3,A
29051,3,A
29052,3,A
29053,3,A
29054,3,A
29055,3,A
29056,3,A
29058,3,A
29059,3,A
29061,3,A
29062,3,A
29063,3,A
29065,3,A
29067,3,A
29069,3,A
29070,3,A
29071,3,A
29072,3,A
29073,3,A
29074,3,A
29075,3,A
29078,3,A
29079,3,A
29080,3,A
29081,3,A
29082,3,A
29101,3,A
29102,3,A
29104,3,A
29105,3,A
29107,3,A
29108,3,A
29111,3,A
29112,3,A
29113,3,A
29114,3,A
29115,3,A
29116,3,A
29117,3,A
29118,3,A
29122,3,A
29123,3,A
29125,3,A
29126,3,A
29127,3,A
29128,3,A
29129,3,A
29130,3,A
29132,3,A
29133,3,A
29135,3,A
29137,3,A
29138,3,A
29142,3,A
29145,3,A
29146,3,A
29147,3,A
29148,3,A
29150,3,A
29151,3,A
29152,3,A
29153,3,A
29154,3,A
29160,3,A
29161,3,A
29162,3,A
29163,3,A
29164,3,A
29166,3,A
29168,3,A
29169,3,A
29170,3,A
29171,3,A
29172,3,A
29175,3,A
29177,3,A
29178,3,A
29180,3,A
29201,3,A
29202,3,A
29203,3,A
29204,3,A
29205,3,A
29206,3,A
29207,3,A
29208,3,A
29209,3,A
29210,3,A
29211,3,A
29212,3,A
29214,3,A
29215,3,A
29216,3,A
29217,3,A
29218,3,A
29219,3,A
29220,3,A
29221,3,A
29222,3,A
29223,3,A
29224,3,A
29225,3,A
29226,3,A
29228,3,A
29229,3,A
29230,3,A
29240,3,A
29250,3,A
29260,3,A
29290,3,A
29301,3,A
29302,3,A
29303,3,A
29304,3,A
29305,3,A
29306,3,A
29307,3,A
29316,3,A
29319,3,A
29320,3,A
29321,3,A
29322,3,A
29323,3,A
29324,3,A
29325,3,A
29329,3,A
29330,3,A
29331,3,A
29332,3,A
29333,3,A
29334,3,A
29335,3,A
29336,3,A
29338,3,A
29340,3,A
29341,3,A
29342,3,A
29346,3,A
29348,3,A
29349,3,A
29351,3,A
29353,3,A
29355,3,A
29356,3,A
29360,3,A
29364,3,A
29365,3,A
29368,3,A
29369,3,A
29370,3,A
29372,3,A
29373,3,A
29374,3,A
29375,3,A
29376,3,A
29377,3,A
29378,3,A
29379,3,A
29384,3,A
29385,3,A
29386,3,A
29388,3,A
29395,3,A
29401,3,A
29402,3,A
29403,3,A
29404,3,A
29405,3,A
29406,3,A
29407,3,A
29409,3,A
29410,3,A
29412,3,A
29413,3,A
29414,3,A
29415,3,A
29416,3,A
29417,3,A
29418,3,A
29419,3,A
29420,3,A
29422,3,A
29423,3,A
29424,3,A
29425,3,A
29426,3,A
29429,3,A
29431,3,A
29432,3,A
29433,3,A
29434,3,A
29435,3,A
29436,3,A
29437,3,A
29438,3,A
29439,3,A
29440,3,A
29442,3,A
29445,3,A
29446,3,A
29448,3,A
29449,3,A
29450,3,A
29451,3,A
29452,3,A
29453,3,A
29455,3,A
29456,3,A
29457,3,A
29458,3,A
29461,3,A
29464,3,A
29465,3,A
29466,3,A
29468,3,A
29469,3,A
29470,3,A
29471,3,A
29472,3,A
29474,3,A
29475,3,A
29476,3,A
29477,3,A
29479,3,A
29481,3,A
29482,3,A
29483,3,A
29484,3,A
29485,3,A
29487,3,A
29488,3,A
29492,3,A
29493,3,A
29501,3,A
29502,3,A
29503,3,A
29504,3,A
29505,3,A
29506,3,A
29510,3,A
29511,3,A
29512,3,A
29516,3,A
29518,3,A
29519,3,A
29520,3,A
29525,3,A
29526,3,A
29527,3,A
29528,3,A
29530,3,A
29532,3,A
29536,3,A
29540,3,A
29541,3,A
29543,3,A
29544,3,A
29545,3,A
29546,3,A
29547,3,A
29550,3,A
29551,3,A
29554,3,A
29555,3,A
29556,3,A
29560,3,A
29563,3,A
29564,3,A
29565,3,A
29566,3,A
29567,3,A
29568,3,A
29569,3,A
29570,3,A
29571,3,A
29572,3,A
29574,3,A
29575,3,A
29576,3,A
29577,3,A
29578,3,A
29579,3,A
29580,3,A
29581,3,A
29582,3,A
29583,3,A
29584,3,A
29585,3,A
29587,3,A
29588,3,A
29590,3,A
29591,3,A
29592,3,A
29593,3,A
29594,3,A
29596,3,A
29597,3,A
29598,3,A
29601,3,A
29602,3,A
29603,3,A
29604,3,A
29605,3,A
29606,3,A
29607,3,A
29608,3,A
29609,3,A
29610,3,A
29611,3,A
29612,3,A
29613,3,A
29614,3,A
29615,3,A
29616,3,A
29617,3,A
29620,3,A
29621,3,A
29622,3,A
29623,3,A
29624,3,A
29625,3,A
29626,3,A
29627,3,A
29628,3,A
29630,3,A
29631,3,A
29632,3,A
29633,3,A
29634,3,A
29635,3,A
29636,3,A
29638,3,A
29639,3,A
29640,3,A
29641,3,A
29642,3,A
29643,3,A
29644,3,A
29645,3,A
29646,3,A
29647,3,A
29648,3,A
29649,3,A
29650,3,A
29651,3,A
29652,3,A
29653,3,A
29654,3,A
29655,3,A
29656,3,A
29657,3,A
29658,3,A
29661,3,A
29662,3,A
29664,3,A
29665,3,A
29666,3,A
29667,3,A
29669,3,A
29670,3,A
29671,3,A
29672,3,A
29673,3,A
29675,3,A
29676,3,A
29677,3,A
29678,3,A
29679,3,A
29680,3,A
29681,3,A
29682,3,A
29683,3,A
29684,3,A
29685,3,A
29686,3,A
29687,3,A
29688,3,A
29689,3,A
29690,3,A
29691,3,A
29692,3,A
29693,3,A
29696,3,A
29697,3,A
29702,3,A
29703,3,A
29704,3,A
29706,3,A
29707,3,A
29708,3,A
29709,3,A
29710,3,A
29712,3,A
29714,3,A
29715,3,A
29716,3,A
29717,3,A
29718,3,A
29720,3,A
29721,3,A
29726,3,A
29727,3,A
29728,3,A
29729,3,A
29730,3,A
29731,3,A
29732,3,A
29733,3,A
29741,3,A
29742,3,A
29743,3,A
29744,3,A
29745,3,A
29801,3,A
29802,3,A
29803,3,A
29804,3,A
29805,3,A
29808,3,A
29809,3,A
29810,3,A
29812,3,A
29813,3,A
29816,3,A
29817,3,A
29819,3,A
29821,3,A
29822,3,A
29824,3,A
29826,3,A
29827,3,A
29828,3,A
29829,3,A
29831,3,A
29832,3,A
29834,3,A
29835,3,A
29836,3,A
29838,3,A
29839,3,A
29840,3,A
29841,3,A
29842,3,A
29843,3,A
29845,3,A
29846,3,A
29847,3,A
29848,3,A
29849,3,A
29851,3,A
29853,3,A
29856,3,A
29860,3,A
29861,3,A
29901,3,A
29902,3,A
29903,3,A
29904,3,A
29905,3,A
29906,3,A
