Zip (int),Station
85312,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3
85706,USA_AZ_Tucson.Intl.AP.722740_TMY3
76714,USA_TX_Waco.Rgnl.AP.722560_TMY3
77448,USA_TX_Palacios.Muni.AP.722555_TMY3
60674,USA_IL_Chicago-Midway.AP.725340_TMY3
61377,USA_IL_Bloomington.Normal-Central.Illinois.Rgnl.AP.724397_TMY3
70096,USA_LA_New.Orleans-Alvin.Callender.Field.722316_TMY3
71149,USA_LA_Shreveport.Downtown.722484_TMY3
35990,USA_AL_Gadsen.Muni.AWOS.722285_TMY3
48224,USA_MI_Detroit-City.AP.725375_TMY3
48824,USA_MI_Lansing-Capital.City.AP.725390_TMY3
49043,USA_MI_Benton.Harbor-Ross.Field-Twin.Cities.AP.726355_TMY3
26884,USA_WV_Elkins-Randolph.County.AP.724170_TMY3
41619,USA_KY_Jackson-Julian.Carroll.AP.724236_TMY3
42349,USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3
21672,USA_MD_Patuxent.River.NAS.724040_TMY3
23665,USA_VA_Langley.AFB.745980_TMY3
14752,USA_NY_Jamestown.AWOS.725235_TMY3
15086,USA_PA_Butler.County.AWOS.725124_TMY3
15146,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
77622,USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3
78287,USA_TX_San.Antonio.Intl.AP.722530_TMY3
78640,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3
79704,USA_TX_Midland.Intl.AP.722650_TMY3
61569,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3
64098,USA_MO_Kansas.City.Intl.AP.724460_TMY3
64859,USA_MO_Joplin.Muni.AP.723495_TMY3
65052,USA_MO_Kaiser-Lee.Fine.Mem.AWOS.724459_TMY3
65731,USA_AR_Harrison.AP.723446_TMY3
67525,USA_KS_Great.Bend.AWOS.724517_TMY3
84531,USA_UT_Blanding.Muni.AP.724723_TMY3
85353,USA_AZ_Luke.AFB.722785_TMY3
74462,USA_OK_McAlester.Rgnl.AP.723566_TMY3
75490,USA_TX_Greenville.Muni.AP.722588_TMY3
75505,USA_AR_Texarkana-Webb.Field.723418_TMY3
83255,USA_ID_Hailey-Sun.Valley.AP.725865_TMY3
14011,USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3
14541,USA_NY_Elmira.Rgnl.AP.725156_TMY3
17223,USA_PA_Altoona-Blair.County.AP.725126_TMY3
31039,USA_GA_Columbus.Metro.AP.722255_TMY3
32899,USA_FL_Melbourne.Rgnl.AP.722040_TMY3
20733,USA_MD_Andrews.AFB.745940_TMY3
22627,USA_VA_Winchester.Rgnl.AP.724053_TMY3
17601,USA_PA_Lancaster.AP.725116_TMY3
18706,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3
7902,USA_NJ_Newark.Intl.AP.725020_TMY3
8690,USA_NJ_Trenton-Mercer.County.AP.724095_TMY3
10307,USA_NJ_Newark.Intl.AP.725020_TMY3
62835,USA_IL_Mount.Vernon.AWOS.724335_TMY3
63188,USA_IL_Cahokia.AP.725314_TMY3
72360,USA_AR_Stuttgart.AWOS.723416_TMY3
72472,USA_AR_Jonesboro.Muni.AP.723407_TMY3
73367,USA_OK_Fort.Sill-Henry.Post.AAF.723550_TMY3
71027,USA_LA_Shreveport.Rgnl.AP.722480_TMY3
13794,USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3
16364,USA_PA_Franklin-Chess.Lemberton.AP.725267_TMY3
16541,USA_PA_Erie.Intl.AP.725260_TMY3
32638,USA_FL_Gainesville.Rgnl.AP.722146_TMY3
33444,USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3
8103,USA_PA_Philadelphia.Intl.AP.724080_TMY3
8223,USA_NJ_Atlantic.City.Intl.AP.724070_TMY3
8863,USA_NJ_Newark.Intl.AP.725020_TMY3
10008,USA_NY_New.York-Central.Park.725033_TMY3
27589,USA_NC_Rocky.Mount-Wilson.AP.723068_TMY3
27923,USA_NC_Elizabeth.City.CGAS.746943_TMY3
18903,USA_PA_Willow.Grove.NAS.724086_TMY3
29468,USA_SC_Charleston.Intl.AP.722080_TMY3
29577,USA_SC_Myrtle.Beach.AFB.747910_TMY3
36854,USA_AL_Auburn-Opelika.AP.722284_TMY3
11212,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3
17261,USA_MD_Hagerstown-Washington.County.Rgnl.AP.724066_TMY3
17363,USA_PA_Lancaster.AP.725116_TMY3
18055,USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3
18452,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3
1931,USA_MA_Beverly.Muni.AP.725088_TMY3
75444,USA_TX_Tyler-Pounds.Field.722448_TMY3
76025,USA_TX_Dallas-Addison.AP.722598_TMY3
72466,USA_AR_Walnut.Ridge.AWOS.723406_TMY3
41861,USA_KY_Jackson-Julian.Carroll.AP.724236_TMY3
70339,USA_LA_Patterson.Mem.AP.722329_TMY3
70356,USA_LA_Houma-Terrebonne.AP.722406_TMY3
70391,USA_LA_Patterson.Mem.AP.722329_TMY3
70464,USA_LA_New.Orleans-Lakefront.AP.722315_TMY3
28542,USA_NC_New.River.MCAS.723096_TMY3
29319,USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3
46205,USA_IN_Indianapolis.Intl.AP.724380_TMY3
47177,USA_KY_Louisville-Bowman.Field.724235_TMY3
19030,USA_NJ_Trenton-Mercer.County.AP.724095_TMY3
20404,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
20526,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
21265,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3
49855,USA_MI_Escanaba.AWOS.726480_TMY3
50536,USA_IA_Estherville.Muni.AP.726499_TMY3
52772,USA_IA_Muscatine.Muni.AP.725487_TMY3
83605,USA_ID_Caldwell.AWOS.726813_TMY3
85739,USA_AZ_Davis-Monthan.AFB.722745_TMY3
94237,USA_CA_Sacramento.Exec.AP.724830_TMY3
78835,USA_TX_College.Station-Easterwood.Field.722445_TMY3
79490,USA_TX_Lubbock.Intl.AP.722670_TMY3
87554,USA_NM_Taos.Muni.AP.723663_TMY3
87711,USA_NM_Las.Vegas-Muni.AP.723677_TMY3
88547,USA_TX_El.Paso.Intl.AP.722700_TMY3
61482,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3
61737,USA_IL_Bloomington.Normal-Central.Illinois.Rgnl.AP.724397_TMY3
62219,USA_IL_Belleville-Scott.AFB.724338_TMY3
92690,USA_CA_Santa.Ana-John.Wayne.AP.722977_TMY3
14027,USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3
15490,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
15698,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
19734,USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3
21741,USA_MD_Hagerstown-Washington.County.Rgnl.AP.724066_TMY3
22709,USA_VA_Charlottesville-Albemarle.County.AP.724016_TMY3
23149,USA_VA_Newport.News.723086_TMY3
23840,USA_VA_Petersburg.Muni.AP.724014_TMY3
23856,USA_VA_Petersburg.Muni.AP.724014_TMY3
3597,USA_NH_Berlin.Muni.AP.726160_TMY3
3768,USA_NH_Lebanon.Muni.AP.726116_TMY3
4286,USA_NH_Berlin.Muni.AP.726160_TMY3
7086,USA_NY_New.York-Central.Park.725033_TMY3
12545,USA_NY_Poughkeepsie-Dutchess.County.AP.725036_TMY3
13129,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3
8092,USA_NJ_Atlantic.City.Intl.AP.724070_TMY3
8812,USA_NJ_Newark.Intl.AP.725020_TMY3
10932,USA_NY_Newburgh-Stewart.Intl.AP.725038_TMY3
2106,USA_MA_Boston-Logan.Intl.AP.725090_TMY3
2458,USA_MA_Boston-Logan.Intl.AP.725090_TMY3
37644,USA_VA_Abingdon-Virgina.Highlands.AP.724058_TMY3
38148,USA_TN_Memphis.Intl.AP.723340_TMY3
40007,USA_KY_Lexington-Bluegrass.AP.724220_TMY3
30351,USA_GA_Fulton.County.AP.722195_TMY3
30438,USA_GA_Savannah.Intl.AP.722070_TMY3
30598,USA_SC_Anderson.County.AP.723125_TMY3
32357,USA_GA_Valdosta.Rgnl.AP.722166_TMY3
43840,USA_OH_Zanesville.Muni.AP.724286_TMY3
44809,USA_OH_Findlay.AP.725366_TMY3
45237,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
46616,USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3
35457,USA_AL_Tuscaloosa.Muni.AP.722286_TMY3
26337,USA_WV_Parkersburg-Wood.County-Gill.Robb.Wilson.AP.724273_TMY3
27597,USA_NC_Rocky.Mount-Wilson.AP.723068_TMY3
41085,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
43144,USA_OH_Zanesville.Muni.AP.724286_TMY3
43463,USA_OH_Toledo.Express.AP.725360_TMY3
29403,USA_SC_Charleston.Intl.AP.722080_TMY3
48264,USA_MI_Detroit.Metro.AP.725370_TMY3
48746,USA_MI_Flint-Bishop.Intl.AP.726370_TMY3
95603,USA_CA_Beale.AFB.724837_TMY3
95627,USA_CA_Sacramento.Metro.AP.724839_TMY3
96021,USA_CA_Red.Bluff.Muni.AP.725910_TMY3
97118,USA_OR_Astoria.Rgnl.AP.727910_TMY3
98377,USA_WA_Toledo-Winlock-Ed.Carlson.Mem.AP.727926_TMY3
80601,USA_CO_Denver.Intl.AP.725650_TMY3
82003,USA_WY_Cheyenne.Muni.AP.725640_TMY3
85202,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3
75022,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3
75156,USA_TX_Tyler-Pounds.Field.722448_TMY3
77099,USA_TX_Houston-William.P.Hobby.AP.722435_TMY3
77349,USA_TX_College.Station-Easterwood.Field.722445_TMY3
66218,USA_KS_Olathe-Johnson.County.Executive.AP.724468_TMY3
68502,USA_NE_Lincoln.Muni.AP.725510_TMY3
56235,USA_MN_Morris.Muni.AWOS.726565_TMY3
58458,USA_ND_Jamestown.Muni.AP.727535_TMY3
59343,USA_MT_Miles.City.Muni.AP.742300_TMY3
53105,USA_IL_Waukegan.Rgnl.AP.725347_TMY3
53951,USA_WI_Lone.Rock.AP.726416_TMY3
62644,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3
62659,USA_IL_Springfield-Capital.AP.724390_TMY3
62825,USA_IL_Marion-Williamson.County.Rgnl.AP.724339_TMY3
63101,USA_IL_Cahokia.AP.725314_TMY3
63102,USA_IL_Cahokia.AP.725314_TMY3
65243,USA_MO_Columbia.Rgnl.AP.724450_TMY3
45036,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
70446,USA_MS_McComb-Pike.Co.AP.722358_TMY3
70761,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3
71360,USA_LA_Alexandria-Esler.Rgnl.AP.722487_TMY3
72055,USA_AR_Pine.Bluff.AP.723417_TMY3
55017,USA_MN_Cambridge.Muni.AP.727503_TMY3
47875,USA_IN_Terre.Haute-Hulman.Rgnl.AP.724373_TMY3
48071,USA_MI_Detroit-City.AP.725375_TMY3
48893,USA_MI_Saginaw-Tri.City.Intl.AP.726379_TMY3
61484,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3
28585,USA_NC_Jacksonville.AWOS.723069_TMY3
29679,USA_SC_Anderson.County.AP.723125_TMY3
42746,USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3
43209,USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3
36038,USA_FL_Crestview-Bob.Sikes.AP.722215_TMY3
39205,USA_MS_Jackson.Intl.AP.722350_TMY3
22507,USA_MD_Patuxent.River.NAS.724040_TMY3
22902,USA_VA_Charlottesville-Albemarle.County.AP.724016_TMY3
27114,USA_NC_Winston.Salem-Smith.Reynolds.AP.723193_TMY3
28146,USA_NC_Winston.Salem-Smith.Reynolds.AP.723193_TMY3
28401,USA_NC_Wilmington.Intl.AP.723013_TMY3
24430,USA_VA_Hot.Springs-Ingalls.Field.724115_TMY3
24829,USA_WV_Bluefield-Mercer.County.AP.724125_TMY3
32209,USA_FL_Jacksonville.NAS.722065_TMY3
33348,USA_FL_Fort.Lauderdale.Executive.AP.722039_TMY3
72921,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3
73017,USA_OK_Fort.Sill-Henry.Post.AAF.723550_TMY3
73124,USA_OK_Oklahoma.City-Tinker.AFB.723540_TMY3
75461,USA_TX_Cox.Field.722587_TMY3
80115,USA_CO_Aurora-Buckley.Field.ANGB.724695_TMY3
82213,USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3
85235,USA_AZ_Davis-Monthan.AFB.722745_TMY3
16689,USA_PA_Altoona-Blair.County.AP.725126_TMY3
7649,USA_NJ_Teterboro.AP.725025_TMY3
8310,USA_NJ_Millville.Muni.AP.724075_TMY3
11366,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3
12589,USA_NY_Newburgh-Stewart.Intl.AP.725038_TMY3
20531,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
20837,USA_VA_Leesburg.Muni.AP-Godfrey.Field.724055_TMY3
21144,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3
24360,USA_VA_Hillsville-Twin.County.AP.724107_TMY3
25060,USA_WV_Beckley-Raleigh.County.Mem.AP.724120_TMY3
25156,USA_WV_Charleston-Yeager.AP.724140_TMY3
13632,USA_NY_Watertown.AP.726227_TMY3
14036,USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3
765,PRI_Roosevelt.Roads.NAS.785350_TMY3
2339,USA_MA_Plymouth.Muni.AP.725064_TMY3
75140,USA_TX_Tyler-Pounds.Field.722448_TMY3
76124,USA_TX_Fort.Worth-Meacham.AP.722596_TMY3
76550,USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3
80135,USA_CO_Golden-NREL.724666_TMY3
97210,USA_OR_Portland.Intl.AP.726980_TMY3
97868,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3
98503,USA_WA_Olympia.AP.727920_TMY3
93437,USA_CA_Lompoc.AWOS.722895_TMY3
28560,USA_NC_New.Bern-Craven.County.Rgnl.AP.723095_TMY3
32201,USA_FL_Jacksonville.Intl.AP.722060_TMY3
37997,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3
45422,USA_OH_Dayton-Wright.Patterson.AFB.745700_TMY3
47130,USA_KY_Louisville-Bowman.Field.724235_TMY3
41847,USA_VA_Wise-Lonesome.Pine.AP.724117_TMY3
44024,USA_OH_Cleveland-Burke.Lakefront.AP.725245_TMY3
3575,USA_NH_Berlin.Muni.AP.726160_TMY3
5661,USA_VT_Montpelier.AP.726145_TMY3
1467,USA_MA_Worcester.Rgnl.AP.725095_TMY3
2543,USA_MA_Marthas.Vineyard.AP.725066_TMY3
24469,USA_VA_Staunton-Shenandoah.Valley.Rgnl.AP.724105_TMY3
16620,USA_PA_State.College-Penn.State.University.725128_TMY3
17232,USA_MD_Hagerstown-Washington.County.Rgnl.AP.724066_TMY3
17605,USA_PA_Lancaster.AP.725116_TMY3
10113,USA_NY_New.York-Central.Park.725033_TMY3
10601,USA_NY_White.Plains-Westchester.County.AP.725037_TMY3
94041,USA_CA_Mountain.View-Moffett.Field.NAS.745090_TMY3
94710,USA_CA_Oakland.Intl.AP.724930_TMY3
96726,USA_HI_Keahole-Kona.Intl.AP.911975_TMY3
97751,USA_OR_Burns.Muni.AP.726830_TMY3
98582,USA_WA_Toledo-Winlock-Ed.Carlson.Mem.AP.727926_TMY3
98660,USA_OR_Portland.Intl.AP.726980_TMY3
87718,USA_NM_Taos.Muni.AP.723663_TMY3
89031,USA_NV_Nellis.AFB.723865_TMY3
20709,USA_MD_Andrews.AFB.745940_TMY3
62314,USA_IL_Quincy.Muni.AP.724396_TMY3
62843,USA_IL_Mount.Vernon.AWOS.724335_TMY3
62954,USA_KY_Henderson.City.County.AP.724238_TMY3
63032,USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3
63881,USA_KY_Paducah-Barkley.Rgnl.AP.724350_TMY3
78877,USA_TX_Del.Rio-Laughlin.AFB.722615_TMY3
82431,USA_WY_Cody.Muni.AWOS.726700_TMY3
68453,USA_NE_Beatrice.Muni.AP.725515_TMY3
71663,USA_MS_Greenville.Muni.AP.722356_TMY3
83830,USA_WA_Pullman-Moscow.Rgnl.AP.727857_TMY3
58424,USA_ND_Jamestown.Muni.AP.727535_TMY3
59804,USA_MT_Missoula.Intl.AP.727730_TMY3
60081,USA_IL_Waukegan.Rgnl.AP.725347_TMY3
64784,USA_MO_Joplin.Muni.AP.723495_TMY3
54406,USA_WI_Mosinee-Central.Wisconsin.AP.726465_TMY3
56340,USA_MN_Little.Falls.AWOS.726578_TMY3
57057,USA_SD_Brookings.AWOS.726515_TMY3
57341,USA_SD_Huron.Rgnl.AP.726540_TMY3
57564,USA_SD_Pierre.Muni.AP.726686_TMY3
57565,USA_SD_Mobridge.Muni.AP.726685_TMY3
48397,USA_MI_Detroit-City.AP.725375_TMY3
48615,USA_MI_Saginaw-Tri.City.Intl.AP.726379_TMY3
41650,USA_VA_Wise-Lonesome.Pine.AP.724117_TMY3
42047,USA_KY_Paducah-Barkley.Rgnl.AP.724350_TMY3
33737,USA_FL_St.Petersburg-Clearwater.Intl.AP.722116_TMY3
33851,USA_FL_Lakeland.Linder.Rgnl.AP.722119_TMY3
33981,USA_FL_Fort.Myers-Page.Field.722106_TMY3
42567,USA_KY_London-Corbin-Magee.Field.724243_TMY3
44671,USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3
45150,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
46291,USA_IN_Indianapolis.Intl.AP.724380_TMY3
46860,USA_IN_Fort.Wayne.Intl.AP.725330_TMY3
36919,USA_MS_Meridian-Key.Field.722340_TMY3
38168,USA_TN_Memphis.Intl.AP.723340_TMY3
38330,USA_TN_Dyersburg.Muni.AP.723347_TMY3
53061,USA_WI_Wittman.Rgnl.AP.726456_TMY3
61812,USA_IL_University.of.Illinois-Willard.AP.725315_TMY3
63648,USA_MO_Farmington.Rgnl.AP.724454_TMY3
71667,USA_AR_Pine.Bluff.AP.723417_TMY3
73521,USA_OK_Altus.AFB.723520_TMY3
78391,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3
78747,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3
79752,USA_TX_Midland.Intl.AP.722650_TMY3
81503,USA_CO_Grand.Junction-Walker.Field.724760_TMY3
75181,USA_TX_Dallas-Redbird.AP.722599_TMY3
77258,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3
77840,USA_TX_College.Station-Easterwood.Field.722445_TMY3
65637,USA_AR_Flippin.AWOS.723447_TMY3
65806,USA_MO_Springfield.Rgnl.AP.724400_TMY3
68960,USA_NE_Holdrege-Brewster.Field.725628_TMY3
18332,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3
18953,USA_PA_Willow.Grove.NAS.724086_TMY3
18972,USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3
19079,USA_PA_Philadelphia.Intl.AP.724080_TMY3
14469,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3
14707,USA_PA_Bradford.Rgnl.AP.725266_TMY3
14903,USA_NY_Elmira.Rgnl.AP.725156_TMY3
26141,USA_WV_Parkersburg-Wood.County-Gill.Robb.Wilson.AP.724273_TMY3
31064,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3
32404,USA_FL_Panama.City-Bay.County.AP.722245_TMY3
33884,USA_FL_Lakeland.Linder.Rgnl.AP.722119_TMY3
36701,USA_AL_Montgomery-Dannelly.Field.722260_TMY3
36851,USA_GA_Fort.Benning-Lawson.Field.722250_TMY3
37016,USA_TN_Nashville.Intl.AP.723270_TMY3
37355,USA_TN_Nashville.Intl.AP.723270_TMY3
38109,USA_TN_Memphis.Intl.AP.723340_TMY3
40041,USA_KY_Louisville-Bowman.Field.724235_TMY3
44485,USA_OH_Youngstown.Rgnl.AP.725250_TMY3
45389,USA_OH_Dayton.Intl.AP.724290_TMY3
54418,USA_MI_Rhinelander-Oneida.County.AP.727415_TMY3
49116,USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3
52581,USA_IA_Chariton.Muni.AP.725469_TMY3
43666,USA_OH_Toledo.Express.AP.725360_TMY3
14004,USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3
14109,USA_NY_Niagara.Falls.Intl.AP.725287_TMY3
15687,USA_PA_Johnstown-Cambria.County.AP.725127_TMY3
17006,USA_PA_State.College-Penn.State.University.725128_TMY3
20899,USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3
3836,USA_NH_Laconia.Muni.AWOS.726155_TMY3
4539,USA_ME_Wiscasset.AP.727135_TMY3
5402,USA_VT_Burlington.Intl.AP.726170_TMY3
8086,USA_PA_Philadelphia.Intl.AP.724080_TMY3
12446,USA_NY_Newburgh-Stewart.Intl.AP.725038_TMY3
26656,USA_WV_Charleston-Yeager.AP.724140_TMY3
27695,USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3
75121,USA_TX_Greenville.Muni.AP.722588_TMY3
77012,USA_TX_Houston-William.P.Hobby.AP.722435_TMY3
78007,USA_TX_Cotulla.AP.722526_TMY3
80129,USA_CO_Golden-NREL.724666_TMY3
15861,USA_PA_Bradford.Rgnl.AP.725266_TMY3
6912,USA_CT_Danbury.Muni.AP.725086_TMY3
21163,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3
22847,USA_VA_Staunton-Shenandoah.Valley.Rgnl.AP.724105_TMY3
74339,USA_MO_Joplin.Muni.AP.723495_TMY3
75554,USA_TX_Cox.Field.722587_TMY3
76009,USA_TX_Dallas-Redbird.AP.722599_TMY3
29925,USA_SC_Beaufort.MCAS.722085_TMY3
12303,USA_NY_Albany.County.AP.725180_TMY3
12417,USA_NY_Poughkeepsie-Dutchess.County.AP.725036_TMY3
13028,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3
13052,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3
52632,USA_IA_Keokuk.Muni.AP.725456_TMY3
38377,USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3
8031,USA_PA_Philadelphia.Intl.AP.724080_TMY3
12240,USA_NY_Albany.County.AP.725180_TMY3
12567,USA_NY_Poughkeepsie-Dutchess.County.AP.725036_TMY3
13064,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3
25261,USA_WV_Parkersburg-Wood.County-Gill.Robb.Wilson.AP.724273_TMY3
1833,USA_MA_Lawrence.Muni.AP.744904_TMY3
2646,USA_MA_Barnstable-Boardman.Poland.AP.725067_TMY3
19460,USA_PA_Willow.Grove.NAS.724086_TMY3
75636,USA_TX_Longview-Gregg.County.AP.722470_TMY3
76849,USA_TX_San.Angelo-Mathis.AP.722630_TMY3
76905,USA_TX_San.Angelo-Mathis.AP.722630_TMY3
77501,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3
83218,USA_ID_Idaho.Falls-Fanning.Field.725785_TMY3
84341,USA_ID_Malad.City.AP.725786_TMY3
84730,USA_UT_Delta.Muni.AP.724795_TMY3
85303,USA_AZ_Luke.AFB.722785_TMY3
85354,USA_AZ_Luke.AFB.722785_TMY3
85634,USA_AZ_Tucson.Intl.AP.722740_TMY3
67041,USA_KS_Newton.AWOS.724509_TMY3
67564,USA_KS_Great.Bend.AWOS.724517_TMY3
68652,USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3
87109,USA_NM_Albuquerque.Intl.AP.723650_TMY3
87509,USA_NM_Santa.Fe.County.Muni.AP.723656_TMY3
78263,USA_TX_San.Antonio-Stinson.AP.722523_TMY3
78885,USA_TX_Hondo.Muni.AP.722533_TMY3
74146,USA_OK_Tulsa.Intl.AP.723560_TMY3
92546,USA_CA_Palm.Springs-Thermal.AP.747187_TMY3
92802,USA_CA_Fullerton.Muni.AP.722976_TMY3
7290,USA_NJ_Newark.Intl.AP.725020_TMY3
7750,USA_NJ_Belmar-Monmouth.County.AP.724084_TMY3
8342,USA_NJ_Atlantic.City.Intl.AP.724070_TMY3
10703,USA_NY_White.Plains-Westchester.County.AP.725037_TMY3
11354,USA_NY_New.York-LaGuardia.AP.725030_TMY3
2199,USA_MA_Boston-Logan.Intl.AP.725090_TMY3
64833,USA_MO_Joplin.Muni.AP.723495_TMY3
65486,USA_MO_Kaiser-Lee.Fine.Mem.AWOS.724459_TMY3
66543,USA_KS_Topeka-Forbes.AFB.724565_TMY3
67019,USA_KS_Wichita-McConnell.AFB.724505_TMY3
58530,USA_ND_Bismarck.Muni.AP.727640_TMY3
60444,USA_IL_Aurora.Muni.AP.744655_TMY3
28724,USA_NC_Asheville.Rgnl.AP.723150_TMY3
29020,USA_SC_Shaw.AFB.747900_TMY3
29106,USA_SC_Columbia.Metro.AP.723100_TMY3
29138,USA_SC_Columbia.Metro.AP.723100_TMY3
13636,USA_NY_Watertown.AP.726227_TMY3
13862,USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3
14231,USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3
43010,USA_OH_Dayton-Wright.Patterson.AFB.745700_TMY3
43525,USA_OH_Toledo.Express.AP.725360_TMY3
44054,USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3
44089,USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3
45114,USA_OH_Dayton-Wright.Patterson.AFB.745700_TMY3
45369,USA_OH_Dayton-Wright.Patterson.AFB.745700_TMY3
98279,USA_WA_Bellingham.Intl.AP.727976_TMY3
98566,USA_WA_Hoquiam.AP.727923_TMY3
60650,USA_IL_Chicago-Midway.AP.725340_TMY3
61088,USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3
61259,USA_IA_Muscatine.Muni.AP.725487_TMY3
62672,USA_IL_Springfield-Capital.AP.724390_TMY3
47229,USA_KY_Louisville-Bowman.Field.724235_TMY3
48080,USA_MI_Detroit-City.AP.725375_TMY3
43716,USA_WV_Wheeling-Ohio.County.AP.724275_TMY3
45849,USA_IN_Fort.Wayne.Intl.AP.725330_TMY3
41535,USA_VA_Wise-Lonesome.Pine.AP.724117_TMY3
42140,USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3
42366,USA_IN_Huntingburg.Muni.AP.724365_TMY3
42553,USA_KY_London-Corbin-Magee.Field.724243_TMY3
43112,USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3
35592,USA_MS_Columbus.AFB.723306_TMY3
40620,USA_KY_Lexington-Bluegrass.AP.724220_TMY3
40818,USA_VA_Wise-Lonesome.Pine.AP.724117_TMY3
87829,USA_AZ_Show.Low.Muni.AP.723747_TMY3
97621,USA_OR_Klamath.Falls.Intl.AP.725895_TMY3
94805,USA_CA_Concord-Buchanan.Field.724936_TMY3
92110,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3
2905,USA_RI_Providence-T.F.Green.State.AP.725070_TMY3
794,PRI_Mercedita.AP.785203_TMY3
99639,USA_AK_Homer.AP.703410_TMY3
30085,USA_GA_Dekalb.Peachtree.AP.722196_TMY3
31631,USA_GA_Valdosta-Moody.AFB.747810_TMY3
47729,USA_IN_Evansville.Rgnl.AP.724320_TMY3
49224,USA_MI_Jackson-Reynolds.Field.725395_TMY3
