Zip (int),Station
3235,USA_NH_Laconia.Muni.AWOS.726155_TMY3.ddy
50464,USA_IA_Mason.City.Muni.AP.725485_TMY3.ddy
4862,USA_ME_Rockland-Knox.AWOS.726079_TMY3.ddy
50582,USA_IA_Fort.Dodge.AWOS.725490_TMY3.ddy
6153,USA_CT_Hartford-Brainard.Field.725087_TMY3.ddy
7405,USA_NJ_Caldwell-Essex.County.AP.724094_TMY3.ddy
52064,USA_IA_Clinton.Muni.AWOS.725473_TMY3.ddy
52405,USA_IA_Cedar.Rapids.Muni.AP.725450_TMY3.ddy
53089,USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.ddy
88253,USA_NM_Roswell.Industrial.Air.Park.722680_TMY3.ddy
90035,USA_CA_Santa.Monica.Muni.AP.722885_TMY3.ddy
41073,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3.ddy
91906,USA_CA_Chula.Vista-Brown.Field.Muni.AP.722904_TMY3.ddy
38848,USA_MS_Columbus.AFB.723306_TMY3.ddy
38854,USA_MS_Tupelo.Muni-C.D.Lemons.AP.723320_TMY3.ddy
21009,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.ddy
59273,USA_MT_Glasgow.Intl.AP.727680_TMY3.ddy
50207,USA_IA_Newton.Muni.AP.725464_TMY3.ddy
32060,USA_GA_Valdosta.Rgnl.AP.722166_TMY3.ddy
37617,USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.ddy
97063,USA_WA_The.Dalles.Muni.AP.726988_TMY3.ddy
46222,USA_IN_Indianapolis.Intl.AP.724380_TMY3.ddy
38351,USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3.ddy
27525,USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.ddy
24250,USA_VA_Wise-Lonesome.Pine.AP.724117_TMY3.ddy
71073,USA_LA_Barksdale.AFB.722485_TMY3.ddy
12461,USA_NY_Poughkeepsie-Dutchess.County.AP.725036_TMY3.ddy
13408,USA_NY_Utica-Oneida.County.AP.725197_TMY3.ddy
13470,USA_NY_Utica-Oneida.County.AP.725197_TMY3.ddy
6088,USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.ddy
7421,USA_NJ_Caldwell-Essex.County.AP.724094_TMY3.ddy
15632,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3.ddy
16299,USA_PA_Butler.County.AWOS.725124_TMY3.ddy
61769,USA_IL_Bloomington.Normal-Central.Illinois.Rgnl.AP.724397_TMY3.ddy
83733,USA_ID_Boise.Air.Terminal.726810_TMY3.ddy
92685,USA_CA_Santa.Ana-John.Wayne.AP.722977_TMY3.ddy
48037,USA_MI_Detroit-City.AP.725375_TMY3.ddy
78470,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.ddy
48097,USA_MI_St.Clair.County.Intl.AP.725384_TMY3.ddy
64494,USA_MO_St.Joseph-Rosecrans.Mem.AP.724490_TMY3.ddy
48649,USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.ddy
67505,USA_KS_Hutchinson.Muni.AP.724506_TMY3.ddy
19886,USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.ddy
29540,USA_SC_Florence.Rgnl.AP.723106_TMY3.ddy
21635,USA_DE_Dover.AFB.724088_TMY3.ddy
21774,USA_VA_Leesburg.Muni.AP-Godfrey.Field.724055_TMY3.ddy
22451,USA_VA_Fredericksburg-Shannon.AP.724033_TMY3.ddy
12821,USA_NY_Glens.Falls-Bennett.Mem.AP.725185_TMY3.ddy
23664,USA_VA_Langley.AFB.745980_TMY3.ddy
13353,USA_NY_Utica-Oneida.County.AP.725197_TMY3.ddy
12032,USA_NY_Utica-Oneida.County.AP.725197_TMY3.ddy
12485,USA_NY_Poughkeepsie-Dutchess.County.AP.725036_TMY3.ddy
50066,USA_IA_Boone.Muni.AP.725486_TMY3.ddy
13083,USA_NY_Watertown.AP.726227_TMY3.ddy
48449,USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.ddy
24211,USA_VA_Abingdon-Virgina.Highlands.AP.724058_TMY3.ddy
20609,USA_MD_Patuxent.River.NAS.724040_TMY3.ddy
20827,USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.ddy
35221,USA_AL_Birmingham.Muni.AP.722280_TMY3.ddy
24131,USA_WV_Lewisburg-Greenbrier.Valley.AP.724127_TMY3.ddy
37356,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.ddy
4408,USA_ME_Bangor.Intl.AP.726088_TMY3.ddy
6277,USA_RI_Pawtucket.AWOS.725054_TMY3.ddy
15237,USA_PA_Pittsburgh.Intl.AP.725200_TMY3.ddy
27539,USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.ddy
17032,USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.ddy
10452,USA_NY_New.York-LaGuardia.AP.725030_TMY3.ddy
981,PRI_San.Juan.Intl.AP.785260_TMY3.ddy
1654,USA_MA_Worcester.Rgnl.AP.725095_TMY3.ddy
2576,USA_MA_Plymouth.Muni.AP.725064_TMY3.ddy
17767,USA_PA_Williamsport.Rgnl.AP.725140_TMY3.ddy
18353,USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.ddy
93707,USA_CA_Fresno.Air.Terminal.723890_TMY3.ddy
32773,USA_FL_Orlando-Sanford.AP.722057_TMY3.ddy
84510,USA_CO_Cortez-Montezuma.County.AP.724767_TMY3.ddy
35763,USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.ddy
25202,USA_WV_Charleston-Yeager.AP.724140_TMY3.ddy
77083,USA_TX_Houston-William.P.Hobby.AP.722435_TMY3.ddy
53094,USA_WI_Watertown.Muni.AP.726464_TMY3.ddy
55936,USA_MN_Rochester.Intl.AP.726440_TMY3.ddy
65657,USA_MO_Springfield.Rgnl.AP.724400_TMY3.ddy
69036,USA_NE_McCook.Muni.AP.725625_TMY3.ddy
59626,USA_MT_Helena.Rgnl.AP.727720_TMY3.ddy
61044,USA_IA_Clinton.Muni.AWOS.725473_TMY3.ddy
4260,USA_ME_Auburn-Lewiston.Muni.AP.726184_TMY3.ddy
62677,USA_IL_Springfield-Capital.AP.724390_TMY3.ddy
48126,USA_MI_Detroit-City.AP.725375_TMY3.ddy
5356,USA_MA_North.Adams.AP.725075_TMY3.ddy
6379,USA_CT_Groton-New.London.AP.725046_TMY3.ddy
20222,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3.ddy
48353,USA_MI_Howell-Livingston.County.AP.725378_TMY3.ddy
48505,USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.ddy
16637,USA_PA_Altoona-Blair.County.AP.725126_TMY3.ddy
48734,USA_MI_Saginaw-Tri.City.Intl.AP.726379_TMY3.ddy
50591,USA_IA_Fort.Dodge.AWOS.725490_TMY3.ddy
23289,USA_VA_Richmond.Intl.AP.724010_TMY3.ddy
81043,USA_CO_Lamar.Muni.AP.724636_TMY3.ddy
11767,USA_NY_Islip-Long.Island.MacArthur.AP.725035_TMY3.ddy
81131,USA_CO_Alamosa.Muni.AP.724620_TMY3.ddy
13424,USA_NY_Utica-Oneida.County.AP.725197_TMY3.ddy
87364,USA_NM_Gallup-Sen.Clarke.Field.723627_TMY3.ddy
27965,USA_NC_Elizabeth.City.CGAS.746943_TMY3.ddy
89826,USA_ID_Twin.Falls-Magic.Valley.Rgnl.AP-Joslin.Field.725866_TMY3.ddy
48861,USA_MI_Lansing-Capital.City.AP.725390_TMY3.ddy
97229,USA_OR_Portland-Hillsboro.AP.726986_TMY3.ddy
36626,USA_AL_Mobile-Rgnl.AP.722230_TMY3.ddy
77097,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.ddy
38355,USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3.ddy
64636,USA_MO_St.Joseph-Rosecrans.Mem.AP.724490_TMY3.ddy
67069,USA_KS_Hutchinson.Muni.AP.724506_TMY3.ddy
33840,USA_FL_Orlando.Intl.AP.722050_TMY3.ddy
68139,USA_NE_Omaha.WSFO.725530_TMY3.ddy
68303,USA_NE_Beatrice.Muni.AP.725515_TMY3.ddy
68365,USA_NE_Hastings.Muni.AP.725525_TMY3.ddy
47586,USA_IN_Huntingburg.Muni.AP.724365_TMY3.ddy
56140,USA_MN_Pipestone.AWOS.726566_TMY3.ddy
74644,USA_OK_Ponca.City.Muni.AP.723546_TMY3.ddy
75941,USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.ddy
43330,USA_OH_Findlay.AP.725366_TMY3.ddy
80045,USA_CO_Aurora-Buckley.Field.ANGB.724695_TMY3.ddy
40755,USA_KY_London-Corbin-Magee.Field.724243_TMY3.ddy
59736,USA_ID_Salmon-Lemhi.AWOS.726865_TMY3.ddy
57211,USA_SD_Watertown.Muni.AP.726546_TMY3.ddy
1069,USA_MA_Chicopee.Falls-Westover.AFB.744910_TMY3.ddy
58845,USA_ND_Williston-Sloulin.Field.Intl.AP.727670_TMY3.ddy
93584,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.ddy
78351,USA_TX_Kingsville.722516_TMY3.ddy
79788,USA_TX_Wink-Winkler.County.AP.722656_TMY3.ddy
96717,USA_HI_Kailua-Kaneohe.Bay.MCAS.911760_TMY3.ddy
63020,USA_MO_Farmington.Rgnl.AP.724454_TMY3.ddy
77869,USA_TX_College.Station-Easterwood.Field.722445_TMY3.ddy
78061,USA_TX_Cotulla.AP.722526_TMY3.ddy
93927,USA_CA_Salinas.Muni.AP.724917_TMY3.ddy
88028,USA_NM_Deming.Muni.AP.722725_TMY3.ddy
13201,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.ddy
7950,USA_NJ_Caldwell-Essex.County.AP.724094_TMY3.ddy
3811,USA_MA_Lawrence.Muni.AP.744904_TMY3.ddy
24961,USA_WV_Lewisburg-Greenbrier.Valley.AP.724127_TMY3.ddy
6128,USA_CT_Hartford-Brainard.Field.725087_TMY3.ddy
14813,USA_PA_Bradford.Rgnl.AP.725266_TMY3.ddy
15212,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3.ddy
12811,USA_NY_Glens.Falls-Bennett.Mem.AP.725185_TMY3.ddy
16322,USA_PA_Franklin-Chess.Lemberton.AP.725267_TMY3.ddy
30667,USA_GA_Athens-Ben.Epps.AP.723110_TMY3.ddy
3688,USA_ME_Sanford.Muni.AWOS.726064_TMY3.ddy
31539,USA_GA_Alma-Bacon.County.AP.722135_TMY3.ddy
14714,USA_PA_Bradford.Rgnl.AP.725266_TMY3.ddy
75903,USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.ddy
83632,USA_ID_Caldwell.AWOS.726813_TMY3.ddy
78071,USA_TX_Alice.Intl.AP.722517_TMY3.ddy
18214,USA_PA_Reading.Mem.AP-Spaatz.Field.725103_TMY3.ddy
19143,USA_PA_Philadelphia.Intl.AP.724080_TMY3.ddy
19144,USA_PA_Philadelphia-NE.Philadelphia.AP.724085_TMY3.ddy
18964,USA_PA_Willow.Grove.NAS.724086_TMY3.ddy
29424,USA_SC_Charleston.Intl.AP.722080_TMY3.ddy
8323,USA_NJ_Millville.Muni.AP.724075_TMY3.ddy
12586,USA_NY_Newburgh-Stewart.Intl.AP.725038_TMY3.ddy
10471,USA_NY_New.York-LaGuardia.AP.725030_TMY3.ddy
11815,USA_NY_Republic.AP.744864_TMY3.ddy
12086,USA_NY_Albany.County.AP.725180_TMY3.ddy
23511,USA_VA_Norfolk.NAS.723085_TMY3.ddy
14860,USA_NY_Elmira.Rgnl.AP.725156_TMY3.ddy
10281,USA_NY_New.York-Central.Park.725033_TMY3.ddy
11244,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.ddy
34106,USA_FL_Naples.Muni.AP.722038_TMY3.ddy
12983,USA_NY_Saranac.Lake-Adirondack.Rgnl.AP.726228_TMY3.ddy
36550,USA_AL_Mobile-Downtown.AP.722235_TMY3.ddy
17565,USA_PA_Lancaster.AP.725116_TMY3.ddy
38471,USA_AL_Muscle.Shoals.Rgnl.AP.723235_TMY3.ddy
75414,USA_TX_Greenville.Muni.AP.722588_TMY3.ddy
76607,USA_TX_Dallas-Redbird.AP.722599_TMY3.ddy
47553,USA_IN_Huntingburg.Muni.AP.724365_TMY3.ddy
66531,USA_KS_Manhattan.Rgnl.AP.724555_TMY3.ddy
32744,USA_FL_Orlando-Sanford.AP.722057_TMY3.ddy
75223,USA_TX_Dallas-Love.Field.722583_TMY3.ddy
33011,USA_FL_Miami-Kendall-Tamiami.Executive.AP.722029_TMY3.ddy
43723,USA_OH_Zanesville.Muni.AP.724286_TMY3.ddy
62926,USA_MO_Cape.Girardeau.Muni.AP.723489_TMY3.ddy
84056,USA_UT_Ogden-Hill.AFB.725755_TMY3.ddy
76470,USA_TX_Mineral.Wells.Muni.AP.722597_TMY3.ddy
77630,USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.ddy
94556,USA_CA_Oakland.Intl.AP.724930_TMY3.ddy
88220,USA_NM_Carlsbad.Cavern.City.Air.Terminal.722687_TMY3.ddy
78218,USA_TX_San.Antonio.Intl.AP.722530_TMY3.ddy
78232,USA_TX_San.Antonio.Intl.AP.722530_TMY3.ddy
78357,USA_TX_Alice.Intl.AP.722517_TMY3.ddy
79707,USA_TX_Midland.Intl.AP.722650_TMY3.ddy
56523,USA_MN_Crookston.Muni.Field.727452_TMY3.ddy
57776,USA_ND_Dickinson.Muni.AP.727645_TMY3.ddy
69335,USA_NE_Alliance.Muni.AP.725635_TMY3.ddy
60038,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.ddy
60572,USA_IL_Du.Page.AP.725305_TMY3.ddy
61430,USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.ddy
61884,USA_IL_University.of.Illinois-Willard.AP.725315_TMY3.ddy
54459,USA_WI_Phillips-Price.County.AP.726468_TMY3.ddy
20575,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3.ddy
20902,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3.ddy
77417,USA_TX_Houston-William.P.Hobby.AP.722435_TMY3.ddy
77862,USA_TX_College.Station-Easterwood.Field.722445_TMY3.ddy
79359,USA_TX_Lubbock.Intl.AP.722670_TMY3.ddy
79540,USA_TX_Abilene.Rgnl.AP.722660_TMY3.ddy
65587,USA_MO_Fort.Leonard.Wood-Forney.AAF.724457_TMY3.ddy
65618,USA_AR_Flippin.AWOS.723447_TMY3.ddy
67018,USA_OK_Ponca.City.Muni.AP.723546_TMY3.ddy
68347,USA_NE_Lincoln.Muni.AP.725510_TMY3.ddy
68661,USA_NE_Columbus.Muni.AP.725565_TMY3.ddy
75287,USA_TX_Dallas-Addison.AP.722598_TMY3.ddy
76469,USA_TX_Abilene.Rgnl.AP.722660_TMY3.ddy
77033,USA_TX_Houston-William.P.Hobby.AP.722435_TMY3.ddy
71369,USA_LA_Alexandria-Esler.Rgnl.AP.722487_TMY3.ddy
81648,USA_UT_Vernal.AP.725705_TMY3.ddy
56185,USA_MN_Worthington.AWOS.726587_TMY3.ddy
56434,USA_MN_Park.Rapids.Muni.AP.727453_TMY3.ddy
56460,USA_MN_Bemidji.Muni.AP.727550_TMY3.ddy
58063,USA_ND_Jamestown.Muni.AP.727535_TMY3.ddy
92227,USA_CA_Imperial.County.AP.747185_TMY3.ddy
93094,USA_CA_Point.Mugu.NAS.723910_TMY3.ddy
84667,USA_UT_Delta.Muni.AP.724795_TMY3.ddy
93564,USA_CA_Lancaster-Gen.Wm.Fox.Field.723816_TMY3.ddy
94572,USA_CA_Concord-Buchanan.Field.724936_TMY3.ddy
95023,USA_CA_Salinas.Muni.AP.724917_TMY3.ddy
95668,USA_CA_Sacramento.Metro.AP.724839_TMY3.ddy
96808,USA_HI_Lihue.AP.911650_TMY3.ddy
97370,USA_OR_Corvallis.Muni.AP.726945_TMY3.ddy
67648,USA_KS_Russell.Muni.AP.724585_TMY3.ddy
68623,USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.ddy
68626,USA_NE_Columbus.Muni.AP.725565_TMY3.ddy
69163,USA_NE_North.Platte.Rgnl.AP.725620_TMY3.ddy
69212,USA_NE_Valentine-Miller.Field.725670_TMY3.ddy
70081,USA_LA_New.Orleans-Alvin.Callender.Field.722316_TMY3.ddy
67042,USA_KS_Wichita-Col.Jabara.Field.724504_TMY3.ddy
52223,USA_IA_Monticello.Muni.AP.725475_TMY3.ddy
16046,USA_PA_Butler.County.AWOS.725124_TMY3.ddy
19022,USA_PA_Philadelphia.Intl.AP.724080_TMY3.ddy
19063,USA_PA_Philadelphia.Intl.AP.724080_TMY3.ddy
19074,USA_PA_Philadelphia.Intl.AP.724080_TMY3.ddy
10256,USA_NY_New.York-Central.Park.725033_TMY3.ddy
11516,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.ddy
7069,USA_NJ_Newark.Intl.AP.725020_TMY3.ddy
67402,USA_KS_Salina.Muni.AP.724586_TMY3.ddy
68974,USA_KS_Concordia-Blosser.Muni.AP.724580_TMY3.ddy
70070,USA_LA_New.Orleans.Intl.AP.722310_TMY3.ddy
71272,USA_LA_Monroe.Rgnl.AP.722486_TMY3.ddy
71671,USA_AR_Pine.Bluff.AP.723417_TMY3.ddy
62440,USA_IL_Decatur.AP.725316_TMY3.ddy
63875,USA_MO_Poplar.Bluff.AWOS.723300_TMY3.ddy
70533,USA_LA_New.Iberia.722314_TMY3.ddy
70723,USA_LA_Houma-Terrebonne.AP.722406_TMY3.ddy
71365,USA_LA_Alexandria-England.AFB.747540_TMY3.ddy
54558,USA_WI_Minocqua-Woodruff-Lee.Field.726404_TMY3.ddy
55116,USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.ddy
55933,USA_MN_Austin.Muni.AP.727566_TMY3.ddy
46806,USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.ddy
20849,USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.ddy
21649,USA_DE_Dover.AFB.724088_TMY3.ddy
53181,USA_IL_Waukegan.Rgnl.AP.725347_TMY3.ddy
80264,USA_CO_Golden-NREL.724666_TMY3.ddy
80437,USA_CO_Golden-NREL.724666_TMY3.ddy
93223,USA_CA_Visalia.Muni.AWOS.723896_TMY3.ddy
96017,USA_CA_Redding.Muni.AP.725920_TMY3.ddy
78389,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.ddy
79510,USA_TX_Abilene.Rgnl.AP.722660_TMY3.ddy
80022,USA_CO_Aurora-Buckley.Field.ANGB.724695_TMY3.ddy
88006,USA_NM_Las.Cruces.Intl.AP.722695_TMY3.ddy
89014,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.ddy
15639,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3.ddy
22729,USA_VA_Charlottesville-Albemarle.County.AP.724016_TMY3.ddy
23397,USA_VA_Franklin.Muni.AP.723083_TMY3.ddy
4676,USA_ME_Bar.Harbor.AWOS.726077_TMY3.ddy
4759,USA_ME_Presque.Isle.Muni.AP.727130_TMY3.ddy
7755,USA_NJ_Belmar-Monmouth.County.AP.724084_TMY3.ddy
13148,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.ddy
7920,USA_NJ_Caldwell-Essex.County.AP.724094_TMY3.ddy
8321,USA_NJ_Millville.Muni.AP.724075_TMY3.ddy
8834,USA_NJ_Trenton-Mercer.County.AP.724095_TMY3.ddy
10014,USA_NY_New.York-Central.Park.725033_TMY3.ddy
11381,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.ddy
17569,USA_PA_Reading.Mem.AP-Spaatz.Field.725103_TMY3.ddy
2181,USA_MA_Norwood.Mem.AP.725098_TMY3.ddy
37395,USA_TN_Crossville.Mem.AP.723265_TMY3.ddy
37772,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.ddy
39193,USA_MS_Jackson.Intl.AP.722350_TMY3.ddy
32967,USA_FL_Vero.Beach.Muni.AP.722045_TMY3.ddy
46171,USA_IN_Terre.Haute-Hulman.Rgnl.AP.724373_TMY3.ddy
46938,USA_IN_Delaware.County-Johnson.Field.725336_TMY3.ddy
47573,USA_IN_Huntingburg.Muni.AP.724365_TMY3.ddy
26325,USA_WV_Parkersburg-Wood.County-Gill.Robb.Wilson.AP.724273_TMY3.ddy
27220,USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.ddy
24411,USA_VA_Staunton-Shenandoah.Valley.Rgnl.AP.724105_TMY3.ddy
24839,USA_WV_Bluefield-Mercer.County.AP.724125_TMY3.ddy
25152,USA_WV_Beckley-Raleigh.County.Mem.AP.724120_TMY3.ddy
42303,USA_IN_Evansville.Rgnl.AP.724320_TMY3.ddy
28760,USA_NC_Asheville.Rgnl.AP.723150_TMY3.ddy
47733,USA_IN_Evansville.Rgnl.AP.724320_TMY3.ddy
47958,USA_IN_Lafayette-Purdue.University.AP.724386_TMY3.ddy
99347,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3.ddy
99556,USA_AK_Homer.AP.703410_TMY3.ddy
80224,USA_CO_Aurora-Buckley.Field.ANGB.724695_TMY3.ddy
74880,USA_OK_McAlester.Rgnl.AP.723566_TMY3.ddy
76468,USA_TX_Mineral.Wells.Muni.AP.722597_TMY3.ddy
65768,USA_AR_Flippin.AWOS.723447_TMY3.ddy
66214,USA_KS_Olathe-Johnson.County.Executive.AP.724468_TMY3.ddy
69033,USA_NE_Imperial.Muni.AP.725626_TMY3.ddy
58362,USA_ND_Devils.Lake.AWOS.727573_TMY3.ddy
52754,USA_IA_Muscatine.Muni.AP.725487_TMY3.ddy
64467,USA_IA_Creston.Muni.AP.725474_TMY3.ddy
65722,USA_MO_Fort.Leonard.Wood-Forney.AAF.724457_TMY3.ddy
45440,USA_OH_Dayton-Wright.Patterson.AFB.745700_TMY3.ddy
70802,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.ddy
71354,USA_LA_Alexandria-Esler.Rgnl.AP.722487_TMY3.ddy
72023,USA_AR_Little.Rock.AFB.723405_TMY3.ddy
48001,USA_MI_Mount.Clemens-Selfridge.ANGB.725377_TMY3.ddy
48625,USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.ddy
48846,USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.ddy
61584,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.ddy
29583,USA_SC_Florence.Rgnl.AP.723106_TMY3.ddy
30631,USA_GA_Athens-Ben.Epps.AP.723110_TMY3.ddy
30721,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.ddy
41571,USA_VA_Wise-Lonesome.Pine.AP.724117_TMY3.ddy
43320,USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.ddy
35901,USA_AL_Gadsen.Muni.AWOS.722285_TMY3.ddy
36016,USA_AL_Troy.Air.Field.722267_TMY3.ddy
22534,USA_VA_Fredericksburg-Shannon.AP.724033_TMY3.ddy
23131,USA_VA_Newport.News.723086_TMY3.ddy
24133,USA_VA_Martinsville-Blue.Ridge.AP.745985_TMY3.ddy
32164,USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.ddy
24950,USA_WV_Lewisburg-Greenbrier.Valley.AP.724127_TMY3.ddy
33139,USA_FL_Miami.Intl.AP.722020_TMY3.ddy
82839,USA_WY_Sheridan.County.AP.726660_TMY3.ddy
86032,USA_AZ_Winslow.Muni.AP.723740_TMY3.ddy
96737,USA_HI_Keahole-Kona.Intl.AP.911975_TMY3.ddy
16839,USA_PA_State.College-Penn.State.University.725128_TMY3.ddy
17837,USA_PA_Williamsport.Rgnl.AP.725140_TMY3.ddy
5353,USA_VT_Springfield-Hartnes.State.AP.726115_TMY3.ddy
10106,USA_NY_New.York-Central.Park.725033_TMY3.ddy
13027,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.ddy
19457,USA_PA_Willow.Grove.NAS.724086_TMY3.ddy
24338,USA_VA_Hillsville-Twin.County.AP.724107_TMY3.ddy
23023,USA_VA_Richmond.Intl.AP.724010_TMY3.ddy
13796,USA_NY_Utica-Oneida.County.AP.725197_TMY3.ddy
15358,USA_PA_Washington.AWOS.725117_TMY3.ddy
2827,USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.ddy
3224,USA_NH_Concord.Muni.AP.726050_TMY3.ddy
1603,USA_MA_Worcester.Rgnl.AP.725095_TMY3.ddy
1821,USA_MA_Lawrence.Muni.AP.744904_TMY3.ddy
80246,USA_CO_Aurora-Buckley.Field.ANGB.724695_TMY3.ddy
76402,USA_TX_Mineral.Wells.Muni.AP.722597_TMY3.ddy
78741,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.ddy
79081,USA_KS_Liberal.Muni.AP.724516_TMY3.ddy
79706,USA_TX_Midland.Intl.AP.722650_TMY3.ddy
61413,USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.ddy
61448,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.ddy
72575,USA_AR_Batesville.AWOS.723448_TMY3.ddy
65063,USA_MO_Columbia.Rgnl.AP.724450_TMY3.ddy
66045,USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.ddy
66555,USA_NE_Beatrice.Muni.AP.725515_TMY3.ddy
66958,USA_KS_Concordia-Blosser.Muni.AP.724580_TMY3.ddy
92243,USA_CA_Imperial.County.AP.747185_TMY3.ddy
98198,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.ddy
99714,USA_AK_Eielson.AFB.702650_TMY3.ddy
86631,USA_AZ_Prescott-Love.Field.723723_TMY3.ddy
90408,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.ddy
97467,USA_OR_North.Bend.Muni.AP.726917_TMY3.ddy
5633,USA_VT_Montpelier.AP.726145_TMY3.ddy
6517,USA_CT_New.Haven-Tweed.AP.725045_TMY3.ddy
2108,USA_MA_Boston-Logan.Intl.AP.725090_TMY3.ddy
2132,USA_MA_Norwood.Mem.AP.725098_TMY3.ddy
30338,USA_GA_Dekalb.Peachtree.AP.722196_TMY3.ddy
31527,USA_GA_Brunswick-Malcolm.McKinnon.AP.722137_TMY3.ddy
31607,USA_GA_Valdosta.Rgnl.AP.722166_TMY3.ddy
32362,USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.ddy
32877,USA_FL_Orlando.Executive.AP.722053_TMY3.ddy
14586,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.ddy
15132,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3.ddy
23479,USA_VA_Oceana.NAS.723075_TMY3.ddy
24627,USA_VA_Wise-Lonesome.Pine.AP.724117_TMY3.ddy
664,PRI_Mercedita.AP.785203_TMY3.ddy
1562,USA_MA_Worcester.Rgnl.AP.725095_TMY3.ddy
13482,USA_NY_Utica-Oneida.County.AP.725197_TMY3.ddy
14543,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.ddy
15075,USA_PA_Butler.County.AWOS.725124_TMY3.ddy
96818,USA_HI_Honolulu.Intl.AP.911820_TMY3.ddy
97470,USA_OR_Roseburg.Rgnl.AP.726904_TMY3.ddy
97819,USA_OR_Baker.Muni.AP.726886_TMY3.ddy
99516,USA_AK_Anchorage-Lake.Hood.Seaplane.Base.702725_TMY3.ddy
99666,USA_AK_Emmonak.702084_TMY3.ddy
72729,USA_AR_Fayetteville-Drake.Field.723445_TMY3.ddy
73947,USA_NM_Clayton.Muni.AP.723600_TMY3.ddy
75336,USA_TX_Dallas-Love.Field.722583_TMY3.ddy
75784,USA_TX_Nacogdoches.AWOS.722499_TMY3.ddy
